,name,team,age,league,position,apps,minutesPlayed,goal,assistTotal,yellowCard,redCards,passRate,aerialWonPerGame,manOfMatch,tacklePerGame,interceptionPerGame,foulsPerGame,offsideWonPerGame,clearancePerGame,wasDribbledPerGame,outFielderBlockPerGame,goalOwn,shotsPerGame,keyPassPerGame,dribbleWonPerGame,foulGivenPerGame,offsideGivenPerGame,dispossessedPerGame,turnOverPerGame,totalPassesPerGame,passSuccess,accurateCrossesPerGame,accurateLongPassPerGame,accurateThroughBallPerGame,rating
680,Mateusz Wieteska,"Clermont Foot,",25,Ligue 1,DF,15,1350,0,1,2,0,83.6,2.1,1,1.1,1.5,0.5,0.3,2.6,0.3,0.5,0,0.5,0.2,0.2,0.5,0,0.1,0.2,48.7,83.6,0,2.1,0,6.6
681,Valentín Castellanos,"Girona,",24,La Liga,MF,14,1122,3,0,4,0,67.8,0.9,0,0.4,0.3,1.1,0,0.6,0.5,0.1,0,2.1,0.6,0.6,1.5,1.2,0.5,1.3,12.6,67.8,0.1,0.4,0.1,6.6
682,Alberto Grassi,"Empoli,",27,Serie A,MF,4,325,0,0,1,0,80.1,1.2,1,1.3,1.2,0.8,0,1.3,0,0.6,0,0.4,0.3,0,0.3,0,0.4,0.4,17.9,80.1,0,0.8,0,6.6
683,Samuele Ricci,"Torino,",21,Serie A,MF,8,713,0,1,2,0,91.4,0.2,0,1.3,0.6,0.8,0,0.8,0.1,0.2,0,0.6,0.3,0.2,2.8,0,0.6,0.8,42.8,91.4,0,1.6,0.1,6.6
684,Harrison Reed,"Fulham,",27,Premier League,DF,14,1180,2,1,5,0,75.6,1,0,1.2,0.8,1,0.1,1.3,0.9,0.2,0,0.8,1.3,0.4,0.5,0.1,0.3,1.2,30.5,75.6,0.5,1,0,6.6
685,Sean Longstaff,"Newcastle,",25,Premier League,MF,11,1052,1,2,2,0,81.6,0.5,0,1.1,0.5,0.9,0,0.6,1,0.3,0,0.8,0.9,0.1,0.7,0.1,1,0.9,31.5,81.6,0.3,1.3,0.1,6.6
686,Marco Reus,"Borussia Dortmund,",33,Bundesliga,MF,7,640,2,2,2,0,77.9,0.4,0,1.7,0.2,1,0,0.4,0.8,0.1,0,1.4,0.8,0.3,1.1,0.2,1,2,24.1,77.9,0.1,0.2,0,6.6
687,Arthur Theate,"Rennes,",22,Ligue 1,DF,15,1350,1,0,2,0,89.1,1.6,0,0.7,0.7,0.9,0.7,2.8,0.2,0.4,1,0.5,0.3,0.2,0.3,0,0.1,0.5,70.1,89.1,0,3.9,0,6.6
688,Patson Daka,"Leicester,",24,Premier League,FW,7,641,3,2,2,0,67.4,0.7,0,0.5,0.2,0.8,0,0.4,0.1,0.1,0,1.3,0.6,0.2,0.4,0.4,0.5,1.9,9.6,67.4,0.1,0,0.2,6.6
689,Thijs Dallinga,"Toulouse,",22,Ligue 1,FW,12,907,3,1,3,0,67.7,1.5,0,0.2,0.1,1.1,0,0.7,0.2,0.1,0,1.3,0.8,0.4,0.4,0.9,0.6,1.2,13.5,67.7,0,0.2,0,6.6
690,Stephane Singo,"Torino,",21,Serie A,MF,8,750,0,1,3,0,76.6,1.8,0,0.9,0.3,1.5,0.1,1.4,0,0,0,0.7,0.7,0.7,1.1,0,0.5,1.1,29.5,76.6,0.3,1.5,0.1,6.6
691,Jan Thielmann,"FC Koln,",20,Bundesliga,MF,5,488,1,1,2,0,68.3,0.6,1,0.8,0.3,0.4,0,0.2,0.4,0.2,0,0.9,0.3,1,1.1,0.4,0.5,1.7,10.4,68.3,0.4,0.4,0,6.6
692,Christian Eriksen,"Man Utd,",30,Premier League,MF,12,1048,1,4,1,0,82,0.4,1,0.6,0.3,0.4,0,0.9,0.5,0.3,0,1.5,1.4,0.2,0.2,0.2,0.8,0.8,50.3,82,0.7,2.8,0.2,6.6
693,Dimitri Payet,"Marseille,",35,Ligue 1,MF,5,464,1,3,0,0,79.5,0.1,0,0.3,0,0.2,0,0.2,0.3,0,0,1.2,1.7,0.5,0.8,0.1,0.3,0.8,18.3,79.5,0.6,1.1,0,6.6
694,Dwight McNeil,"Everton,",23,Premier League,MF,8,735,2,0,2,0,80.2,0.3,2,1.8,0.5,0.1,0,0.6,0.3,0,0,0.7,0.7,0.9,0.3,0.1,0.8,1.3,16.5,80.2,0.7,0.6,0.1,6.6
695,Tosin Adarabioyo,"Fulham,",25,Premier League,DF,10,900,1,0,0,0,80.2,2.2,0,1.1,1.1,0.6,1,4.8,0.2,0.6,0,0.3,0.1,0.1,0.2,0,0.3,0.1,47.9,80.2,0.1,2.4,0,6.6
696,Hiroki Ito,"Stuttgart,",23,Bundesliga,DF,12,1077,0,1,3,0,81.4,0.8,0,1.2,1.2,0.7,0.2,2.4,0.7,0.3,0,0.7,0.8,0.1,0.5,0.1,0.2,0.8,55.1,81.4,0.4,5.8,0,6.6
697,Geoffrey Kondogbia,"Atletico,",29,La Liga,DF,8,720,0,1,3,0,89.9,0.9,0,2.4,1.6,1,0,0.8,0.6,0.1,0,0.7,0.4,0.1,0.6,0.1,0.6,0.3,39.7,89.9,0,1.6,0,6.6
698,Niklas Stark,"Werder Bremen,",27,Bundesliga,DF,6,644,0,0,3,0,82,1.2,0,1.8,1.1,1,0.3,3.1,0.4,0.2,0,0.2,0.2,0.1,0.4,0.1,0.2,0.2,41.2,82,0,3.4,0,6.6
699,Aleksey Miranchuk,"Torino,",27,Serie A,MF,9,684,2,1,0,0,84,0.3,1,0.4,0.1,0.3,0,0.2,0.2,0,0,1.3,1.8,0.3,0.9,0,0.9,1.7,24.3,84,0.2,1.1,0,6.6
700,Bobby De Cordova-Reid,"Fulham,",29,Premier League,DF,14,1216,3,1,6,0,72.9,0.4,0,1.6,0.6,1.4,0.2,1.1,0.6,0.1,0,1.2,0.6,0.4,0.6,0.1,1.1,1.4,30.4,72.9,0.6,1,0,6.6
701,Petar Stojanovic,"Empoli,",27,Serie A,DF,11,949,0,1,2,0,76.5,0.2,0,2.3,0.8,0.6,0.4,2.8,0.8,0.2,0,0.4,0.8,0.5,1,0,0.6,0.3,37.7,76.5,0.5,2.4,0,6.6
702,Ansgar Knauff,"Eintracht Frankfurt,",20,Bundesliga,MF,7,639,1,0,1,0,64.5,0.3,0,1.2,0.8,0.5,0,1.3,0.5,0.1,0,1,0.2,1.3,0.9,0.1,0.5,1.7,22.5,64.5,0.2,0.4,0,6.6
703,Nehuén Pérez,"Udinese,",22,Serie A,DF,13,1065,1,0,3,1,85.2,1,1,2,0.8,0.6,0.3,3,0.2,0.5,0,0.5,0.2,0.2,0.1,0,0.5,0.3,53.7,85.2,0.2,4.6,0,6.6
704,Karol Linetty,"Torino,",27,Serie A,MF,11,954,1,0,5,0,86.6,0.8,1,1.5,0.9,1.7,0,0.9,0.4,0.2,0,0.6,0.9,0.3,0.6,0.1,0.6,0.7,32.9,86.6,0.4,1.2,0,6.6
705,Timo Hübers,"FC Koln,",26,Bundesliga,DF,11,1028,0,0,3,0,83.4,2.8,0,1.7,1.9,1.2,0.4,5.3,0.6,0.3,1,0.1,0.2,0.1,0.8,0,0.1,0.3,56.7,83.4,0,3.5,0,6.6
706,Henrikh Mkhitaryan,"Inter,",33,Serie A,MF,7,664,1,1,1,0,87,0.3,0,1.3,0.3,0.8,0,0.3,0.3,0.1,0,0.8,0.6,0.3,0.9,0,0.3,1.3,24.9,87,0.2,1,0,6.59
707,Michele Di Gregorio,"Monza,",25,Serie A,GK,15,1350,0,0,0,0,74.1,0.1,0,0,0.2,0,0,0.6,0,0,0,0,0,0.1,0,0,0,0,32.5,74.1,0,5.8,0,6.59
708,Rani Khedira,"Union Berlin,",28,Bundesliga,DF,14,1216,0,0,5,0,75.1,1.3,0,2.4,1.3,1.9,0,0.9,0.9,0.4,0,0.9,0.3,0.1,0.4,0,0.6,1.1,30.4,75.1,0.1,1.4,0,6.59
709,Lucas Digne,"Aston Villa,",29,Premier League,DF,9,812,1,0,2,0,79,1.6,0,2,1.2,0.9,0.1,2.1,0.6,0.5,1,0.4,0.6,0,1.7,0.2,0.6,1.1,40.5,79,0.9,2.1,0,6.59
710,Boubacar Kamara,"Aston Villa,",23,Premier League,DF,8,671,0,0,2,0,83.5,1.1,0,3.3,0.4,1.9,0,1.7,1.4,0.6,0,0.2,0.2,0.3,0.9,0,0.3,0.9,43.9,83.5,0,2.4,0,6.59
711,Issiaga Sylla,"Toulouse,",28,Ligue 1,DF,12,1051,0,0,2,0,79.3,0.8,1,1.8,1.9,1.3,0,1.5,1.2,0.3,0,0.5,0.3,0.4,1,0,1.8,1.1,39.3,79.3,0.2,0.9,0,6.59
712,Alban Lafont,"Nantes,",23,Ligue 1,GK,14,1260,0,0,0,1,63.1,0.4,1,0,0,0,0,1.7,0.1,0,0,0,0.1,0.1,0.2,0,0,0.1,27.3,63.1,0,5.8,0,6.59
713,Benjamin Henrichs,"RBL,",25,Bundesliga,DF,10,974,0,1,5,0,73.2,0.8,0,2.6,1.3,0.9,0.1,1.1,0.6,0.1,0,0.9,0.8,0.3,0.9,0,0.6,1.1,38.4,73.2,0.6,2,0.1,6.59
714,Kevin Akpoguma,"Hoffenheim,",27,Bundesliga,DF,8,836,0,0,4,0,78.7,1.7,0,2.5,0.8,1.2,0.2,1.5,0.4,0.4,0,0.2,0.2,0.2,0.6,0,0.2,0.8,31.5,78.7,0.2,1.6,0,6.59
715,Mërgim Vojvoda,"Torino,",27,Serie A,DF,4,448,0,3,1,0,81.9,0.2,0,0.9,0.4,0.7,0,1,0.1,0,0,0.3,0.8,0.6,0.1,0,0.9,0.1,26.4,81.9,0.1,0.8,0.1,6.59
716,Sergio Akieme,"Almeria,",24,La Liga,DF,14,1260,0,0,3,0,81,0.6,1,1.7,0.6,0.9,0.4,1.5,0.2,0.2,0,1.1,0.6,1.2,0.6,0,0.9,1,30.9,81,0.7,1.7,0,6.59
717,Brendan Chardonnet,"Brest,",27,Ligue 1,DF,13,1215,0,0,4,0,83.2,2.8,0,1.5,2.1,1.4,0.4,2.4,0.4,0.4,1,0.4,0.4,0.1,0.9,0,0.1,0.3,47.7,83.2,0.1,5.8,0,6.59
718,Moussa Sissoko,"Nantes,",33,Ligue 1,MF,8,703,1,0,2,0,76.4,1.8,1,1.4,0.9,1.9,0,0.7,0.1,0.4,0,0.8,0.6,0.6,0.4,0.2,0.6,1.2,28.8,76.4,0.6,1,0,6.59
719,Eljif Elmas,"Napoli,",23,Serie A,MF,4,530,3,1,1,0,83.8,0.1,1,0.6,0.4,0.4,0,0.1,0.1,0,0,0.8,0.6,0.5,0.3,0.1,0.4,0.7,17.6,83.8,0.2,0.4,0.1,6.59
720,Krépin Diatta,"Monaco,",23,Ligue 1,MF,8,877,1,0,2,0,83.6,1.5,0,0.4,0.5,0.8,0,0.2,0.2,0.1,0,1.3,0.7,0.8,0.8,0.2,0.6,2,20.6,83.6,0.5,0.3,0,6.59
721,Diogo Leite,"Union Berlin,",23,Bundesliga,DF,13,1099,0,1,1,1,80,2.2,0,1.6,1.1,1.3,0.1,3.1,0.2,0.5,0,0.5,0.3,0,1.1,0,0.5,0.7,51.8,80,0.1,5.2,0,6.59
722,Éderson,"Atalanta,",23,Serie A,MF,8,744,0,0,1,0,78.9,0.4,0,1.9,0.8,0.8,0.1,0.4,0.2,0.1,0,1.2,0.8,0.5,1.3,0,0.9,1.8,21.8,78.9,0.2,1,0,6.59
723,MBala Nzola,"Spezia,",26,Serie A,FW,15,1350,7,0,4,0,80.4,1.4,1,0.4,0.3,2.1,0,1,0.3,0.3,0,2.3,0.9,0.5,1.1,0.4,3.1,3.4,18.7,80.4,0.1,0.1,0,6.59
724,Jakub Kiwior,"Spezia,",22,Serie A,DF,15,1291,0,0,2,0,85.9,1.3,0,1.1,1.5,0.9,0.7,3.7,1.1,1.1,0,0.7,0.3,0.3,0.3,0,0.3,0.5,45.3,85.9,0.4,3.6,0,6.59
725,Kasper Schmeichel,"Nice,",36,Ligue 1,GK,13,1170,0,0,0,0,73.5,0.1,0,0,0.1,0,0,0.3,0,0,0,0,0,0,0,0,0,0.1,28.8,73.5,0,7.5,0,6.59
726,Pierre Lees-Melou,"Brest,",29,Ligue 1,MF,12,973,2,0,3,1,86,0.6,0,2.2,1.4,1.6,0,1,2,0.2,0,1.3,0.4,0.3,1.1,0,0.6,1.3,42.3,86,0.3,5.4,0,6.59
727,Luiz Henrique,"Real Betis,",21,La Liga,MF,9,745,0,1,1,0,76.1,0.9,1,1.8,0.5,0.3,0,0.2,1.1,0,0,1.3,0.4,1.3,1.3,0.2,1.7,1.8,15,76.1,0.2,0.3,0,6.59
728,Álex Remiro,"Real Sociedad,",27,La Liga,GK,14,1260,0,0,0,0,72.1,0.3,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0.1,30.4,72.1,0,8,0,6.59
729,Yunus Musah,"Valencia,",20,La Liga,MF,10,849,0,2,5,0,82.8,0.8,0,1.9,0.5,1.4,0.2,0.8,0.3,0,0,0.7,0.5,0.7,1.2,0.1,0.5,2,29,82.8,0.1,2,0.2,6.59
730,Robin Zentner,"Mainz,",28,Bundesliga,GK,15,1350,0,0,1,0,47.6,0.7,0,0,0,0,0,0.7,0.1,0,0,0,0.1,0,0.2,0,0,0.1,26.5,47.6,0,5.8,0,6.59
731,Riyad Mahrez,"Man City,",31,Premier League,MF,4,371,1,0,1,0,90,0.2,0,0.6,0.2,0.1,0.1,0.1,0.4,0,0,1.3,0.8,0.6,0.3,0.1,0.4,0.8,25.4,90,0.8,1.8,0.1,6.59
732,Rubén García,"Osasuna,",29,La Liga,MF,4,422,1,2,2,0,82.9,0.6,0,0.6,0.4,0.6,0,0.4,0.5,0,0,1,1.1,0.1,0.6,0,0.3,1.1,17,82.9,1.2,1.6,0.2,6.59
733,Andreaw Gravillon,"Reims,",24,Ligue 1,DF,12,1035,0,0,3,0,75.8,1.2,0,1.3,1.8,1.5,0.3,2.6,0.4,0.8,0,0.7,0.2,0.6,1.2,0,0.3,0.9,32,75.8,0.3,2,0.2,6.59
734,Jadon Sancho,"Man Utd,",22,Premier League,MF,10,723,2,1,0,0,83.2,0.2,0,0.4,0.4,0.3,0,0.1,0.3,0,0,0.7,1.4,0.7,0.5,0.3,0.5,2.3,28.5,83.2,0.1,0.4,0.1,6.58
735,Musa Barrow,"Bologna,",24,Serie A,MF,9,692,2,1,1,0,76.1,0.2,1,0.5,0,0.6,0,0.1,0.1,0,0,2.4,1.5,0.5,0.7,0.1,0.8,1.5,18.6,76.1,1.6,1.4,0,6.58
736,Koffi Djidji,"Torino,",30,Serie A,DF,12,1075,1,0,0,0,86.3,1.4,1,1.6,1.8,1,0.4,2.2,0.4,0.4,0,0.3,0.2,0.1,0.1,0.1,0.3,0.3,44.4,86.3,0.3,1.8,0,6.58
737,Arbër Zeneli,"Reims,",27,Ligue 1,MF,9,676,0,2,0,0,76.3,0.2,1,0.7,0.1,0.5,0,0.1,0.5,0,0,1.6,1.5,1.2,0.7,0.2,1.5,2.7,21.9,76.3,0.7,0.5,0.1,6.58
738,Matz Sels,"Strasbourg,",30,Ligue 1,GK,15,1350,0,0,1,0,64.1,0.3,1,0.1,0.1,0,0,1.2,0,0,0,0,0,0,0.1,0,0,0.1,23.4,64.1,0,4.9,0,6.58
739,Zakaria Aboukhlal,"Toulouse,",22,Ligue 1,MF,14,1174,3,3,2,0,71.3,0.3,1,0.7,0.7,1.3,0,0.3,0.8,0.1,0,2.4,0.5,1,1.3,0.5,0.9,2.4,19.7,71.3,0.1,0.1,0,6.58
740,Anthony Modeste,"Borussia Dortmund,",34,Bundesliga,FW,7,720,2,1,3,0,60.2,1.8,0,0.3,0.2,0.8,0,1.4,0.2,0,0,1.6,0.5,0,0.4,0.5,0.6,1.2,7.5,60.2,0.1,0,0,6.58
741,Stefan Bell,"Mainz,",31,Bundesliga,DF,9,891,0,0,5,0,80.6,2.6,0,1.1,1.8,1.8,0.3,2.5,0.5,0.2,0,0.2,0.5,0.2,0.3,0.1,0.2,0.6,36.5,80.6,0.1,3.2,0.1,6.58
742,Khéphren Thuram,"Nice,",21,Ligue 1,MF,10,910,0,2,1,0,88.9,0.4,0,1.3,0.7,1,0,0.7,0.5,0.3,0,0.4,0.9,0.9,0.3,0,0.9,0.6,38.4,88.9,0.1,1.5,0,6.58
743,Marcel Halstenberg,"RBL,",31,Bundesliga,DF,7,677,0,1,0,0,85.3,0.9,0,1.5,0.4,0.6,0.2,1.1,0.6,0.1,0,0.3,0.4,0.3,0.3,0,0.3,0.7,39.8,85.3,0.3,1.4,0,6.58
744,Aimar Oroz,"Osasuna,",21,La Liga,MF,9,778,2,1,3,0,80.1,0.5,0,0.8,0.9,1.3,0,0.3,0.3,0,0,0.8,0.8,0.5,2,0.2,1.8,1.3,23.8,80.1,0,0.8,0,6.58
745,Niklas Süle,"Borussia Dortmund,",27,Bundesliga,DF,9,787,1,1,1,0,88.6,1,0,0.8,0.5,0.3,0.8,1.8,0.3,0.6,0,0.9,0.5,0.3,0.3,0,0.3,0.5,50.6,88.6,0.1,3.3,0,6.58
746,Oumar Gonzalez,"AC Ajaccio,",24,Ligue 1,DF,11,948,0,0,6,0,84.3,2,0,2.1,2.1,1.4,0.6,2,0.3,0.5,0,0.5,0.1,0.2,1.3,0.1,0.3,0.5,35.4,84.3,0,1.5,0,6.58
747,Danny Ings,"Aston Villa,",30,Premier League,MF,8,725,5,0,3,0,74.6,0.9,2,0.6,0.1,0.5,0,0.4,0.2,0,0,1.7,0.6,0.5,0.4,0.6,0.9,0.9,9.9,74.6,0,0,0.1,6.58
748,Marc Cucurella,"Chelsea,",24,Premier League,DF,11,851,0,2,2,0,86.3,0.5,0,1.7,0.5,0.8,0.1,1.2,0.6,0.3,0,0.4,0.5,0.4,0.6,0.1,0.3,0.8,40.3,86.3,0.8,1.3,0,6.58
749,Antonio Sanabria,"Torino,",26,Serie A,FW,8,682,2,1,2,0,73.7,2.3,1,0.3,0.3,1,0,0.3,0.1,0.1,0,1.7,0.8,0.4,0.9,0.4,1,1.9,18.6,73.7,0,0.2,0,6.58
750,Íñigo Ruíz de Galarreta,"Mallorca,",29,La Liga,MF,10,858,0,0,5,0,86.3,0.3,0,1.9,0.9,1.8,0,0.7,0.5,0.3,0,0.6,0.7,0.3,1.3,0,0.4,0.5,33.4,86.3,0.1,2.3,0.1,6.58
751,Daniel Carvajal,"Real Madrid,",30,La Liga,DF,10,877,0,1,3,0,87.1,0.3,0,1.5,0.9,0.8,0.1,1.6,0.5,0.3,0,0.5,0.6,0.3,0.7,0.3,0.3,0.8,40.8,87.1,0.3,2.7,0,6.58
752,Josh Doig,"Verona,",20,Serie A,DF,5,498,2,1,0,0,69.4,0.7,0,0.8,0.7,0.4,0,0.2,0.2,0.2,0,0.9,0.7,0.6,0.3,0.2,0.6,0.6,12,69.4,0.4,0.4,0,6.57
753,Gabri Veiga,"Celta Vigo,",20,La Liga,MF,6,576,3,1,3,1,79.7,0.6,1,1.4,0.4,0.9,0,0.2,0.7,0,0,1.2,0.5,0.9,0.4,0,0.3,0.9,18.2,79.7,0.2,0.8,0,6.57
754,Douglas Luiz,"Aston Villa,",24,Premier League,MF,10,929,1,2,1,1,85.1,0.9,0,1.8,1.1,1.2,0,0.3,0.5,0.1,0,0.6,0.9,0.2,0.9,0,0.5,0.8,36.4,85.1,0.4,1.8,0.1,6.57
755,Gary Medel,"Bologna,",35,Serie A,DF,14,1142,0,1,4,0,88.5,0.8,0,1.1,1.5,0.8,0.1,1.9,0.4,0.5,0,0.1,0.2,0.3,1.1,0,0.2,0.4,53.2,88.5,0,3.6,0.1,6.57
756,Marcos Acuña,"Sevilla,",31,La Liga,DF,7,554,0,0,4,1,77.3,1,0,1.9,1.1,1.4,0.3,0.7,0.5,0.2,0,0.9,1.2,0.4,0.8,0,0.3,0.9,28.6,77.3,1.7,2.8,0,6.57
757,Simon Terodde,"Schalke,",34,Bundesliga,FW,13,1058,3,0,3,0,67.6,2.1,2,0.7,0.3,1.3,0.1,0.3,0.5,0.1,0,1.8,0.7,0.1,1,1.3,0.7,1.6,12.5,67.6,0,0.3,0.1,6.57
758,Ruslan Malinovskyi,"Atalanta,",29,Serie A,MF,5,539,1,2,2,0,79.5,0.3,0,1,0.4,0.7,0,0.1,0.8,0.1,0,1.4,0.9,0.5,0.7,0,0.6,1.4,20.9,79.5,0.5,1.8,0.1,6.57
759,José Sá,"Wolves,",29,Premier League,GK,15,1350,0,0,0,0,69.9,0.2,1,0,0,0,0,0.7,0,0,0,0,0,0,0.3,0,0,0.1,28.5,69.9,0,3.9,0,6.57
760,Dean Henderson,"Nottingham Forest,",25,Premier League,GK,15,1350,0,0,2,0,57.5,0.1,2,0,0,0.1,0,1,0,0,0,0,0,0,0.1,0,0,0.1,32.8,57.5,0,6.3,0,6.57
761,Rico Henry,"Brentford,",25,Premier League,DF,15,1347,0,1,0,0,75.6,1.2,0,1.4,0.8,0.7,0.3,1.8,0.2,0.4,0,0.5,0.5,0.6,0.9,0.1,1.4,1.5,24.9,75.6,0.4,0.9,0.1,6.57
762,João Moutinho,"Wolves,",36,Premier League,MF,11,1000,0,0,2,0,85.8,0.3,0,2.2,0.8,1.2,0.1,0.5,1.5,0.3,0,0.7,1.5,0.2,0.6,0.1,0.2,0.5,46.5,85.8,0.8,2.6,0,6.57
763,David Raum,"RBL,",24,Bundesliga,DF,12,1035,0,1,2,0,80.6,0.6,0,1.6,0.7,1.1,0.1,1,0.6,0.3,0,0.5,1.1,0.4,0.8,0,0.5,0.9,33.6,80.6,1.2,1.1,0.1,6.57
764,Martin Erlic,"Sassuolo,",24,Serie A,DF,10,869,0,0,1,0,88.8,1.2,0,0.5,1.3,1,1.3,3.3,0.3,1.1,0,0,0,0,0.7,0,0.1,0.5,41,88.8,0,4.6,0,6.57
765,Isco,"Sevilla,",30,La Liga,MF,10,803,0,2,5,0,86.8,0.4,0,1.3,0.8,0.9,0,0.3,0.5,0,0,0.3,1.4,0.9,2.8,0.5,1.8,1.8,32.8,86.8,0.3,1.3,0.1,6.57
766,Paul Jaeckel,"Union Berlin,",24,Bundesliga,DF,8,798,1,0,1,0,79.9,1.1,1,1.4,1.2,1.1,0.3,2.5,1,0.2,0,0.2,0,0.2,0.2,0,0.1,0.4,35.7,79.9,0,1.9,0,6.57
767,Robin Le Normand,"Real Sociedad,",26,La Liga,DF,9,815,0,0,3,0,92.8,2,0,0.7,0.8,1.2,0.6,2.5,0,0.7,0,0.1,0.2,0.1,0.8,0.1,0.4,0.2,44,92.8,0,3.7,0,6.57
768,Marc Guéhi,"Crystal Palace,",22,Premier League,DF,14,1260,0,0,5,0,89,1.2,0,1.1,1.3,0.9,0.6,3.3,0.5,0.9,1,0.3,0.1,0.1,1.4,0,0.2,0.3,64.7,89,0,4.2,0,6.57
769,Jacob Ramsey,"Aston Villa,",21,Premier League,MF,12,1026,2,2,4,0,84.6,0.3,1,2.1,0.9,0.9,0,0.5,0.7,0.3,1,0.7,0.8,0.3,1.5,0.1,0.9,2,26.8,84.6,0,0.7,0,6.57
770,Vincent Marchetti,"AC Ajaccio,",25,Ligue 1,MF,14,1206,0,1,3,0,82,0.1,0,2.1,0.7,0.9,0,0.7,1.2,0.1,0,1.3,0.5,1.5,1.1,0,1.3,1.9,37.4,82,0,3,0.1,6.56
771,Chidera Ejuke,"Hertha Berlin,",24,Bundesliga,MF,9,791,0,3,0,0,82.7,0.3,0,0.3,0.1,0.1,0,0,0.1,0,0,1.4,0.5,2.1,0.5,0.1,1.1,2.1,16.5,82.7,0.1,0.7,0.1,6.56
772,Maxime Lopez,"Sassuolo,",25,Serie A,MF,12,1081,0,0,5,0,88.7,0.2,0,1.7,0.8,0.8,0,0.7,1.8,0.1,0,0.5,1.2,0.3,0.6,0,0.5,0.6,55.1,88.7,0.2,3.7,0.1,6.56
773,Thibaut Courtois,"Real Madrid,",30,La Liga,GK,10,900,0,0,0,0,82.2,0.2,0,0,0,0,0,0.3,0,0,0,0,0.1,0,0,0,0,0.1,28.1,82.2,0,4.3,0,6.56
774,Norbert Gyömbér,"Salernitana,",30,Serie A,DF,10,736,0,0,3,0,87,1.1,0,1.3,1,0.9,0.4,3.1,0.4,1,0,0.2,0.1,0,0.2,0,0.1,0.1,31.5,87,0,2.2,0,6.56
775,Marco Richter,"Hertha Berlin,",25,Bundesliga,MF,5,526,3,2,3,0,68.7,0.2,0,0.8,0.6,1,0,0.3,0.6,0,0,1.7,0.3,0.8,1.3,0.3,0.7,1.3,10.9,68.7,0.2,0.3,0,6.56
776,Kamaldeen Sulemana,"Rennes,",20,Ligue 1,MF,2,258,1,0,1,0,86,0.4,0,0.6,0.3,0.4,0,0.1,0.3,0,0,0.9,0.5,1.3,0.6,0.1,0.8,1.1,10.7,86,0.3,0.4,0,6.56
777,Niko Gießelmann,"Union Berlin,",31,Bundesliga,DF,7,653,0,2,2,0,74.9,1,0,0.5,0.3,0.6,0,1.1,0.9,0.1,0,1.1,1.3,0,0.8,0,0.3,0.7,22.1,74.9,1.3,1,0,6.56
778,Callum Hudson-Odoi,"Leverkusen,",22,Bundesliga,MF,5,480,0,1,0,0,89,0,0,0.2,0.2,0.2,0,0.3,0,0,0,0.2,1.3,1.2,2,0.1,1.3,0.4,20.1,89,0.4,1,0.1,6.56
779,Jarrod Bowen,"West Ham,",25,Premier League,MF,15,1343,2,0,0,0,74,0.7,1,1.5,0.7,0.4,0,0.3,0.8,0.3,0,2.3,1.3,0.4,1.9,0.4,1.2,1.9,20.8,74,0.7,1.1,0,6.56
780,Donyell Malen,"Borussia Dortmund,",23,Bundesliga,MF,9,679,0,1,0,0,77.9,0.3,0,0.4,0.2,0.5,0,0.3,0.2,0,0,1.8,1.3,0.9,1.4,0.2,1.5,1.8,19.9,77.9,1.2,0.4,0,6.56
781,Micky van de Ven,"Wolfsburg,",21,Bundesliga,DF,15,1350,1,0,3,0,88.4,1.1,1,1.3,1,0.5,1,3,0.3,0.5,0,0.4,0.1,0.3,0.5,0.1,0.2,0.3,50,88.4,0.1,3.1,0,6.56
782,Abdelhamid Sabiri,"Sampdoria,",26,Serie A,MF,10,844,1,0,3,0,73.1,2.3,1,1.3,0.2,1.9,0.1,0.3,0.7,0.2,0,2.2,1,1,2.5,0,1.8,2.5,29.7,73.1,0.7,1.9,0.2,6.56
783,Stéphane Diarra,"Lorient,",23,Ligue 1,MF,8,620,1,0,1,0,70.3,0.4,1,0.8,0.9,0.3,0,0.4,0.7,0,0,1,0.2,1,1,0.1,0.7,1.2,11.3,70.3,0.1,0.1,0,6.56
784,Melvin Bard,"Nice,",22,Ligue 1,DF,10,927,0,0,3,0,83.1,1.1,0,2.6,1.6,0.8,0.2,1.1,0.7,0.1,0,0.2,0.1,0.6,0.6,0,0.4,0.9,34.5,83.1,0.2,1,0,6.56
785,Antonee Robinson,"Fulham,",25,Premier League,DF,13,1109,0,0,4,0,75.1,1.1,0,1.7,0.8,0.7,0.4,2.5,0.2,0.5,0,0.1,0.5,0.6,0.6,0.1,0.6,1.2,36.8,75.1,0.8,1.6,0,6.56
786,Lewis Cook,"Bournemouth,",25,Premier League,MF,13,1193,0,2,2,0,80.9,0.3,0,1.7,0.9,0.7,0,1,0.9,0.5,0,0.2,1.3,0.3,0.4,0,0.9,0.5,32.4,80.9,0.9,1.1,0,6.56
787,David Silva,"Real Sociedad,",36,La Liga,MF,11,827,0,0,2,0,86.6,0.3,0,1,0.4,0.7,0,0.6,0.3,0,0,1,0.9,0.5,0.8,0,1,1.4,37.9,86.6,0.3,1.4,0.2,6.56
788,Andrea Cambiaso,"Bologna,",22,Serie A,DF,11,911,0,2,2,0,78.6,0.2,0,2,1,1,0,0.7,1,0.1,0,0.5,0.9,0.9,1.3,0.2,0.6,1.5,31.9,78.6,0.5,1.2,0,6.56
