,name,team,age,league,position,apps,minutesPlayed,goal,assistTotal,yellowCard,redCards,passRate,aerialWonPerGame,manOfMatch,tacklePerGame,interceptionPerGame,foulsPerGame,offsideWonPerGame,clearancePerGame,wasDribbledPerGame,outFielderBlockPerGame,goalOwn,shotsPerGame,keyPassPerGame,dribbleWonPerGame,foulGivenPerGame,offsideGivenPerGame,dispossessedPerGame,turnOverPerGame,totalPassesPerGame,passSuccess,accurateCrossesPerGame,accurateLongPassPerGame,accurateThroughBallPerGame,rating
453,Takefusa Kubo,"Real Sociedad,",21,La Liga,MF,10,850,2,2,0,0,78.4,0.6,1,1.3,0.2,1.1,0,0,0.6,0,0,1.8,1,0.3,1.2,0.8,1.6,2.8,22,78.4,0.6,0.3,0,6.72
454,Milos Veljkovic,"Werder Bremen,",27,Bundesliga,DF,12,1036,1,0,1,0,81,1.8,0,1.4,1.4,0.5,1.3,4.2,0.5,0.8,0,0.2,0.1,0.1,0.6,0,0,0.1,47.8,81,0,5.3,0,6.72
455,Jonjoe Kenny,"Hertha Berlin,",25,Bundesliga,DF,15,1350,0,1,1,0,75.6,0.9,0,2,2,1.2,0.5,2.3,0.9,0.3,0,0.4,0.7,0.3,0.3,0,0.3,1.1,39.1,75.6,0.5,2.9,0,6.72
456,Leonardo Sernicola,"Cremonese,",25,Serie A,MF,10,905,1,1,4,0,71.2,1.1,1,1.8,1.5,1.8,0.1,1.3,0.3,0.1,0,1.1,0.9,0.3,1.8,0.3,0.7,1,19.1,71.2,1.3,0.9,0,6.72
457,Santi Comesaña,"Rayo Vallecano,",26,La Liga,MF,8,734,1,0,2,0,84.2,0.8,0,2.1,0.9,1.4,0,0.3,1.2,0.1,0,1,1,0.6,0.8,0.1,0.5,0.9,29,84.2,0,1.3,0,6.72
458,Óscar Valentín,"Rayo Vallecano,",28,La Liga,MF,11,961,0,0,5,0,84.5,0.8,0,3.1,1.4,2.2,0.1,0.8,1.1,0.4,0,0.6,0.7,0.1,1.1,0.1,0.3,0.8,33.6,84.5,0.1,2.3,0,6.72
459,Brian Oliván,"Espanyol,",28,La Liga,DF,14,1212,0,3,3,0,71,0.7,0,2.2,1,1.1,0.2,2.1,0.2,0.1,0,0.6,1.3,0.1,0.8,0.1,0.4,0.7,28.8,71,1.3,2.5,0,6.72
460,Brenden Aaronson,"Leeds,",22,Premier League,MF,14,1196,1,2,2,0,80,0.4,0,1.7,0.1,0.6,0,0.4,1.1,0.1,0,1.4,1.9,1.4,2,0.2,2.9,2.3,28.6,80,0.8,0.4,0.1,6.72
461,Vitinha,"PSG,",22,Ligue 1,MF,10,843,0,0,2,0,93.6,0.2,0,1.5,0.7,1,0,0.5,1.4,0,0,1,0.3,1,0.4,0,0.8,0.8,50.4,93.6,0,1.3,0,6.72
462,Samu Castillejo,"Valencia,",27,La Liga,MF,8,618,2,0,4,0,86.5,0.3,0,0.8,0.3,1.8,0,0,0.8,0.2,0,1.9,1.2,1.4,1.9,0.2,0.8,2.4,22.3,86.5,0.6,0.9,0,6.72
463,Luke Shaw,"Man Utd,",27,Premier League,DF,9,786,0,1,3,0,85,1.1,0,1.7,1.3,1.4,0.1,1.2,0.4,0.1,0,0.4,1.3,0,0.7,0,0.3,0.7,54,85,0.8,1.8,0,6.71
464,Flavien Tait,"Rennes,",29,Ligue 1,MF,12,1047,1,0,2,0,85.7,0.3,0,1.4,0.5,1.1,0,0.6,1,0.2,0,1.1,0.9,1,0.9,0,1.1,0.7,42,85.7,0.1,2.7,0.1,6.71
465,Habib Diallo,"Strasbourg,",27,Ligue 1,MF,13,1132,6,0,0,0,70.5,2.5,0,0.4,0.4,0.9,0.1,0.2,0.2,0,0,1.6,0.5,0.7,1.5,0.4,0.9,3.3,17.4,70.5,0,0.3,0.1,6.71
466,Hugo Lloris,"Tottenham,",35,Premier League,GK,15,1350,0,0,0,0,77.5,0.3,0,0.1,0,0,0,0.9,0,0,0,0,0,0,0.1,0,0,0.1,25.1,77.5,0,4.7,0,6.71
467,Luca Pellegrini,"Eintracht Frankfurt,",23,Bundesliga,DF,7,559,0,0,1,0,72.7,0.6,0,1.4,0.8,0.9,0.2,1.2,0,0.2,0,1.6,0.9,1.2,0.9,0,0.6,0.8,32.6,72.7,0.9,2.4,0.1,6.71
468,Maxime Estève,"Montpellier,",20,Ligue 1,DF,8,808,0,0,3,0,79.8,1.3,2,1.3,2,1,0.6,4.4,0.1,0.9,0,0.3,0.1,0.3,0.3,0,0.2,0.2,28.1,79.8,0,1.5,0,6.71
469,Nico Elvedi,"Borussia M.Gladbach,",26,Bundesliga,DF,13,1126,2,0,0,0,92.4,1.6,0,1.8,1.1,0.3,1.2,3.7,0.2,0.2,0,0.5,0.3,0,0.5,0,0,0.1,64.2,92.4,0,2.2,0,6.71
470,Joe Gomez,"Liverpool,",25,Premier League,DF,9,885,0,0,2,0,85,2.7,0,1.8,1.1,0.8,0.4,2.3,0.3,0.5,0,0.3,0.1,0.3,0.3,0,0.2,0.8,69.7,85,0,4.2,0,6.71
471,Walace,"Udinese,",27,Serie A,MF,15,1285,0,0,2,0,84.3,0.4,0,2.6,1.4,1.3,0,1,1.3,0.4,0,0.9,0.5,0.3,1.2,0,1.1,1.2,48.1,84.3,0.1,2.4,0,6.71
472,Óscar De Marcos,"Athletic Bilbao,",33,La Liga,DF,13,1079,0,3,2,0,80.7,0.8,0,1.2,0.4,1.5,0.3,1.1,0.7,0.3,0,0.1,1.3,0.1,0.4,0.1,0.4,0.4,41,80.7,1.4,1.7,0,6.71
473,Alejandro Catena,"Rayo Vallecano,",28,La Liga,DF,14,1260,1,1,5,0,82.9,1.9,0,0.4,0.5,0.9,0.8,4.3,0.3,0.6,0,0.2,0.2,0,0.6,0.1,0.1,0.3,55.1,82.9,0,7.4,0.1,6.71
474,Brahim Díaz,"AC Milan,",23,Serie A,MF,10,664,4,1,2,0,78.4,0.2,0,0.6,0.1,0.8,0,0.2,0.1,0,0,1.2,1.2,0.8,1.2,0.1,1.2,1.8,17.1,78.4,0.1,0.4,0,6.71
475,Kaoru Mitoma,"Brighton,",25,Premier League,MF,2,311,1,1,0,0,81.8,0.3,1,1.6,0.1,0.4,0,0.2,0.1,0,0,0.3,1.1,1,0.6,0,0.6,0.8,15.9,81.8,0,0,0.1,6.71
476,Mattéo Guendouzi,"Marseille,",23,Ligue 1,MF,12,1054,1,2,2,0,86.2,0.6,0,1.3,0.8,1.2,0,0.6,0.9,0.2,1,1.1,0.7,0.6,1.6,0,0.4,1.1,42.4,86.2,0.1,2.3,0,6.71
477,Djibril Sow,"Eintracht Frankfurt,",25,Bundesliga,MF,13,1169,2,0,4,0,86.5,0.9,0,1.2,1.1,1.1,0,0.8,0.5,0.1,0,0.7,0.7,0.3,1.3,0,0.4,0.6,44.9,86.5,0.1,1.3,0,6.71
478,Marc Roca,"Leeds,",26,Premier League,MF,14,1042,1,1,3,0,82.2,0.6,0,2.2,1,1,0,0.6,1.1,0.4,0,1,0.8,0.6,0.6,0,0.6,0.4,42.1,82.2,0.1,2.5,0,6.71
479,Antonio Raíllo,"Mallorca,",31,La Liga,DF,13,1170,1,0,5,0,86.4,1.5,0,0.8,1.2,1.2,0.7,5,0.2,0.5,0,0.3,0.2,0.1,0.8,0,0.1,0.2,36.3,86.4,0,2.6,0,6.71
480,Mathias Autret,"Auxerre,",31,Ligue 1,MF,11,869,2,2,0,0,82.1,0.2,0,1.1,0.5,0.2,0,0.5,0.4,0.2,0,1.4,1.2,0.5,0.1,0.1,0.2,0.8,26.6,82.1,1,3.6,0.1,6.71
481,Lucas Robertone,"Almeria,",25,La Liga,MF,13,1026,1,1,3,0,83.4,0.5,1,1.1,1.1,1.1,0.1,1,0.9,0.2,0,1.1,1.1,0.5,2.1,0.1,0.3,0.8,27.6,83.4,1,1.5,0.1,6.71
482,Ivan Perisic,"Tottenham,",33,Premier League,MF,9,833,0,4,2,0,74.6,0.5,1,1.1,0.6,0.7,0,0.5,0.5,0.1,0,0.7,1.6,0.5,0,0.2,0.6,1,21,74.6,1.9,1,0,6.7
483,Kiernan Dewsbury-Hall,"Leicester,",24,Premier League,MF,14,1139,1,2,1,0,78.7,0.7,1,1.1,0.9,0.9,0,0.6,0.8,0.1,0,0.7,1.5,0.8,0.9,0,1,2.2,37.9,78.7,0.2,2,0.1,6.7
484,Danny Welbeck,"Brighton,",32,Premier League,MF,11,998,0,2,0,0,82.9,1.8,1,0.6,0.2,1.2,0.1,0.8,0.2,0.1,0,2,1,0.5,0.4,0.2,0.7,3.1,14.4,82.9,0,0.1,0.1,6.7
485,Yeremy Pino,"Villarreal,",20,La Liga,MF,9,700,1,0,2,0,80.2,0.7,0,1.5,0.5,1.8,0.1,0.7,0.8,0.1,0,1,0.6,0.9,1.3,0.3,1.1,1,17.5,80.2,0.2,0.4,0,6.7
486,Christian Günter,"Freiburg,",29,Bundesliga,DF,15,1316,0,1,3,0,76.6,0.3,0,1.1,0.5,0.9,0.1,0.9,0.8,0.3,0,1.3,2,0.2,0.4,0.2,0.5,0.5,31.1,76.6,1.9,1.8,0,6.7
487,Santiago Bueno,"Girona,",24,La Liga,DF,14,1260,0,1,2,0,87.2,2.6,0,1.8,1.4,1.4,0.4,2.1,0.1,0.9,0,0.6,0.2,0.1,1,0,0,0.1,58,87.2,0.1,4.1,0,6.7
488,Rolando Mandragora,"Fiorentina,",25,Serie A,MF,10,870,1,1,4,0,86.5,0.9,0,1.7,0.6,1.5,0,1,0.6,0.1,0,1.7,1,0.2,0.7,0.1,0.2,0.6,33.6,86.5,0.6,2.6,0.1,6.7
489,Kevin Stöger,"Bochum,",29,Bundesliga,MF,13,1205,1,1,1,0,74.9,0.4,1,2.3,1.1,1.4,0,0.6,1.4,0.1,0,1.4,2.4,0.8,2.1,0,1.2,1.4,47.3,74.9,1.2,4.2,0.4,6.7
490,Amadou Onana,"Everton,",21,Premier League,MF,12,1038,0,1,4,0,80.8,1.7,0,2.6,0.7,1.6,0,1.4,0.4,0.1,0,1.1,0.5,0.6,1.5,0,0.4,1.5,27.1,80.8,0,1,0.1,6.7
491,Julien Laporte,"Lorient,",29,Ligue 1,DF,15,1350,0,0,1,0,86.3,1.8,0,1.1,1.1,0.5,0.3,5.9,0.3,1.3,1,0.4,0.1,0.1,1,0.1,0.1,0.2,42.5,86.3,0,3.3,0,6.7
492,Aaron Ramsey,"Nice,",31,Ligue 1,MF,5,574,1,0,0,0,87.8,0.3,1,1.3,0.8,0.6,0,0.8,0.5,0.1,0,0.8,0.8,0.8,0.8,0.2,0.9,0.5,30.2,87.8,0.6,1.8,0,6.7
493,Elye Wahi,"Montpellier,",19,Ligue 1,MF,14,1175,6,1,4,0,68,0.8,1,0.4,0.2,1.1,0,0.1,0.1,0.1,0,1.9,0.5,0.5,1.3,0.6,1.5,3.4,13.9,68,0,0.2,0,6.7
494,Nicolas Pallois,"Nantes,",35,Ligue 1,DF,14,1190,0,0,1,1,85.4,1.4,1,3.2,1.4,0.9,0.7,4.6,0.7,1,1,0.2,0.1,0.1,0.1,0,0.4,0.7,43.5,85.4,0,3.9,0,6.7
495,Xaver Schlager,"RBL,",25,Bundesliga,MF,9,829,1,0,0,0,86.1,0.8,1,1.5,0.6,1.3,0,1.2,1.1,0,0,0.4,0.4,0.5,1.1,0,0.9,0.9,47.7,86.1,0.1,3.5,0.1,6.7
496,Nordi Mukiele,"PSG,",25,Ligue 1,DF,6,675,0,1,0,0,90.6,1.2,0,1.5,0.8,0.6,0.1,0.7,0.5,0.5,0,0.5,0.2,0.3,0.5,0,0.4,0.6,29.5,90.6,0,0.6,0,6.7
497,Marcel Sabitzer,"Bayern,",28,Bundesliga,MF,7,626,1,1,2,0,87.9,0.6,0,1.9,0.7,0.5,0,0.6,0.5,0,0,1.1,0.4,0.1,0.1,0.1,0.2,0.4,32.4,87.9,0,0.9,0,6.7
498,Mathias Jensen,"Brentford,",26,Premier League,MF,15,1138,1,3,2,0,77,0.3,1,2.3,1,0.9,0,0.5,1.3,0,0,0.5,1.5,0.3,0.7,0.1,0.9,2,33.9,77,1.4,3.3,0.1,6.7
499,Aaron Ramsdale,"Arsenal,",24,Premier League,GK,14,1260,0,0,0,0,63.1,0.2,0,0.1,0,0,0,0.9,0,0,0,0,0,0.1,0.1,0,0,0,24,63.1,0,4.5,0,6.7
500,Javi Sánchez,"Real Valladolid,",25,La Liga,DF,12,1007,1,0,4,0,85.7,1.6,0,1.2,1.5,1.1,0.3,4.2,0.3,1,0,0.4,0.1,0.1,0.3,0,0.3,0.3,39.1,85.7,0,3.3,0,6.7
501,Guillermo Maripán,"Monaco,",28,Ligue 1,DF,9,766,2,0,0,1,88.2,1.6,0,1.5,1.3,1,0.5,2.3,0.7,1,0,0.4,0.1,0.1,0.1,0,0,0.2,35.6,88.2,0,2.2,0,6.7
502,Patric,"Lazio,",29,Serie A,DF,9,754,0,0,0,0,87.3,0.3,1,1.2,0.6,0.2,0.9,2.4,0.2,1,0,0.1,0,0.1,0.1,0,0,0.2,56.1,87.3,0,5.7,0,6.7
503,Saïd Benrahma,"West Ham,",27,Premier League,MF,7,749,2,1,0,0,86.6,0.1,0,0.6,0.2,0.2,0,0.2,0.2,0.1,0,2.2,1.2,2,0.5,0.2,1.2,1.6,20.2,86.6,0.3,0.5,0,6.7
504,Jack Harrison,"Leeds,",26,Premier League,MF,12,945,1,3,2,0,71.6,0.2,2,1.3,0.3,1.1,0,0.5,1,0.1,0,0.8,1.8,1.4,1.2,0.1,1.7,3.1,26,71.6,1,0.6,0.1,6.69
505,Kyle Walker-Peters,"Southampton,",25,Premier League,DF,11,955,1,0,2,0,75.7,0.9,0,1.9,0.9,0.8,0,1.6,0.5,0.5,0,0.5,0.6,1.3,1.5,0,2.1,1.3,31.1,75.7,0.4,1.1,0,6.69
506,Daniel Amartey,"Leicester,",27,Premier League,DF,10,914,0,0,0,0,91.1,1.6,1,1.1,0.6,0.3,0.6,2.7,0.1,0.5,0,0.3,0.3,0.1,0.3,0,0.3,0.3,53.4,91.1,0,1.9,0.2,6.69
507,Íñigo Martínez,"Athletic Bilbao,",31,La Liga,DF,9,810,0,0,1,0,85.7,1.8,0,0.9,1.6,0.9,1,3.2,0.2,0.6,0,0.8,0.4,0,1,0.2,0.2,0.4,55.8,85.7,0,5.6,0,6.69
508,Marco Friedl,"Werder Bremen,",24,Bundesliga,DF,14,1157,0,0,3,1,82.7,1.1,0,1.6,2.5,0.6,0.9,3.2,0.6,0.5,0,0.1,0.5,0.3,1.1,0.1,0.4,0.4,52.9,82.7,0.6,6.4,0,6.69
509,Vitaly Janelt,"Brentford,",24,Premier League,MF,11,993,1,1,1,0,86.5,1,1,1.7,0.9,0.7,0.3,0.9,0.5,0.3,0,0.3,0.4,0.5,0.9,0,0.5,0.6,28.7,86.5,0.1,2.1,0,6.69
510,Joe Aribo,"Southampton,",26,Premier League,MF,10,948,2,0,1,0,73.9,1.5,0,1.9,0.3,0.5,0.1,0.7,0.4,0.1,0,0.8,0.6,0.9,0.7,0,1.1,1.7,20.4,73.9,0,0.3,0,6.69
511,Perr Schuurs,"Torino,",23,Serie A,DF,9,709,0,0,2,0,84.3,2.5,0,1.8,1.4,1.2,0.2,3.1,0.3,0.3,0,0.2,0,0.2,0.2,0,0.3,0.6,29.9,84.3,0,1.8,0,6.69
512,Emil Holm,"Spezia,",22,Serie A,MF,12,1035,1,1,4,0,64.2,3.4,1,1.3,0.4,1.4,0,1.7,0.7,0.3,0,0.8,0.9,1,0.8,0.1,0.9,1.9,22.1,64.2,0.4,0.2,0,6.69
513,Zeki Çelik,"Roma,",25,Serie A,DF,6,637,0,0,2,0,76.2,0.7,0,2.5,0.9,0.9,0,1,0.5,0.4,0,0.2,1.2,0,0,0,0.6,0.8,31.9,76.2,0.4,1.9,0,6.69
514,Thiago Mendes,"Lyon,",30,Ligue 1,DF,14,1171,0,1,2,0,84.2,1.7,0,2.1,2.2,0.9,0.1,2.5,0.1,0.4,0,0.3,0.2,0.2,0.8,0,0.4,0.8,64.3,84.2,0,3.7,0.1,6.69
515,Jonas Omlin,"Montpellier,",28,Ligue 1,GK,10,808,0,0,0,1,68.3,0.1,0,0.1,0,0.1,0,0.8,0,0,0,0,0,0,0.2,0,0,0,25.9,68.3,0,4.1,0,6.69
516,John Stones,"Man City,",28,Premier League,DF,8,731,0,2,1,0,94.7,1.1,0,1,0.3,0.3,0.6,1.2,0,0.2,1,0.6,0.6,0.3,0.3,0.1,0.1,0.3,68.6,94.7,0,2.6,0,6.68
517,Yannick Gerhardt,"Wolfsburg,",28,Bundesliga,DF,8,700,3,0,1,0,74.9,0.6,1,1,0.3,0.8,0,0.6,0.6,0.2,0,1.3,0.9,0.1,0.7,0.1,0.5,0.8,23.9,74.9,0.2,1,0,6.68
518,Emanuel Aiwu,"Cremonese,",21,Serie A,DF,11,969,0,0,2,0,81.2,1.2,1,3.3,1.5,0.9,0.2,2.6,0.5,0.7,0,0.2,0.2,0.1,0.5,0,0.2,0.5,33.2,81.2,0.1,1.5,0.1,6.68
519,Nathan Patterson,"Everton,",21,Premier League,DF,8,765,0,0,1,0,79.6,0.6,0,3.4,1,0.5,0.2,2.2,0.7,0.3,0,0.8,0.3,0.6,0.5,0.1,0.4,1.6,27.5,79.6,0.1,0.9,0,6.68
520,Oihan Sancet,"Athletic Bilbao,",22,La Liga,MF,13,949,3,0,2,0,86.8,0.6,0,0.6,0.2,1,0,0.2,0.8,0,0,1.2,1,0.9,1.5,0.1,1.5,2.2,25.5,86.8,0,0.6,0.1,6.68
521,Illan Meslier,"Leeds,",22,Premier League,GK,14,1260,0,0,0,0,54.9,0.1,2,0.1,0.1,0,0,1.6,0.1,0,0,0,0,0,0.1,0,0,0,24.7,54.9,0,3,0,6.68
522,Arnau Martinez,"Girona,",19,La Liga,DF,10,814,2,1,2,0,81.2,1.3,0,1.5,0.7,0.6,0.4,0.8,0.8,0.2,0,1.1,1.4,0.5,1.9,0.2,0.6,1.3,33.8,81.2,0.5,0.8,0,6.68
523,Roque Mesa,"Real Valladolid,",33,La Liga,MF,11,869,2,1,4,0,84.1,0.3,1,1.5,0.6,1.8,0,1.1,1.3,0,0,1.2,1,0.7,1.3,0,1.3,1.1,38.8,84.1,0.2,4.7,0.2,6.68
524,Dennis Geiger,"Hoffenheim,",24,Bundesliga,MF,14,1014,1,2,4,0,87,0.4,1,1.6,0.8,1.2,0,0.4,0.6,0.1,0,0.2,1.6,0.3,0.5,0.1,0.4,0.6,32.5,87,0.5,2.3,0,6.68
525,Tiago Djaló,"Lille,",22,Ligue 1,DF,13,1109,2,0,5,0,92.1,1.3,2,1.4,0.9,0.9,0.2,2.4,0.2,0.4,0,0.7,0.1,0.1,0.6,0,0.3,0.4,54.5,92.1,0,2.6,0,6.68
526,Florian Lejeune,"Rayo Vallecano,",31,La Liga,DF,12,951,3,0,2,1,82.3,1.7,1,0.7,0.5,0.8,0.3,3,0.3,0.6,0,1.2,0.3,0.3,0.3,0.2,0.1,0,43.7,82.3,0,4.4,0,6.68
527,Morgan Gibbs-White,"Nottingham Forest,",22,Premier League,MF,12,1039,2,2,1,0,68.2,1.5,3,0.6,0.5,0.7,0,0.2,0.2,0.2,0,1.5,1.5,0.9,0.7,0,1.5,2.6,26.2,68.2,1.2,0.9,0.4,6.68
528,Hans Hateboer,"Atalanta,",28,Serie A,DF,12,1047,1,0,6,0,80.4,1.5,1,1.3,0.8,1.1,0,1.5,1.2,0.3,0,0.6,0.8,0.3,0.2,0,0.4,0.6,33.7,80.4,0.5,1.2,0.1,6.68
529,Raheem Sterling,"Chelsea,",27,Premier League,MF,11,956,3,1,3,0,75.9,0,1,0.7,0.1,1.1,0,0.1,0.2,0,0,1.5,1.5,0.9,1.1,0.5,2.4,2,24.6,75.9,0.5,0.2,0.1,6.68
530,Faitout Maouassa,"Montpellier,",24,Ligue 1,DF,8,657,1,4,0,0,68.5,0.2,0,1.5,0.8,0.8,0,0.5,0.4,0.1,0,0.8,0.9,0.2,0.8,0,0.9,1.2,9.8,68.5,0.8,0.4,0.1,6.68
531,Manuel Riemann,"Bochum,",34,Bundesliga,GK,15,1350,0,0,1,0,59.2,0.3,2,0,0.1,0.1,0,1.1,0,0,0,0,0.1,0,0.1,0,0,0,49.2,59.2,0.1,17.9,0,6.68
532,Dominik Kohr,"Mainz,",28,Bundesliga,MF,14,1178,2,0,4,0,72.6,1.1,0,2,1.2,1.2,0,0.9,1.5,0.3,0,1.2,0.6,0.1,1.4,0.1,0.1,0.4,43.1,72.6,0,1.8,0.2,6.68
533,Maximiliano Caufriez,"Clermont Foot,",25,Ligue 1,DF,9,790,0,0,4,0,88.4,1.1,0,1.6,1.8,1,0.2,3.7,0.1,0.6,0,0.2,0,0.1,1,0,0.2,0.4,46.1,88.4,0,2.8,0,6.68
534,Ansu Fati,"Barcelona,",20,La Liga,MF,3,462,3,3,0,0,86.1,0.1,0,0.4,0.2,0.4,0,0.2,0.2,0,0,2.1,0.4,0.9,0.4,0.4,0.7,0.9,14.9,86.1,0.1,0.1,0,6.68
535,Leon Bailey,"Aston Villa,",25,Premier League,MF,11,833,3,2,4,0,69.1,0.9,1,0.4,0.1,1.1,0,0.2,0.5,0,0,1.2,0.9,1.2,0.5,0.4,1.4,1.7,13.4,69.1,0.9,0.3,0.1,6.67
536,Mostafa Mohamed,"Nantes,",25,Ligue 1,FW,8,839,4,2,0,0,60.7,2.1,0,0.5,0.1,1,0.1,0.9,0.3,0.1,0,1.4,0.7,0.2,0.9,0.4,0.7,1.6,9,60.7,0.1,0.1,0,6.67
537,Matteo Pessina,"Monza,",25,Serie A,MF,12,997,2,1,2,0,89,1.1,0,0.7,0.9,1.1,0,0.5,0.6,0,0,0.9,0.8,0.6,1.6,0.1,1.5,1.8,43.3,89,0.3,1.5,0.1,6.67
538,Domingos Duarte,"Getafe,",27,La Liga,DF,13,1126,0,2,5,0,79.5,1.5,1,0.9,1.4,1,0.6,4.7,0.2,1,1,0.6,0.2,0.2,0.8,0,0,0.2,30.8,79.5,0,3,0,6.67
539,Marcelo Brozovic,"Inter,",30,Serie A,MF,7,621,2,0,5,0,87.7,0,0,1,1.2,0.9,0,0.9,0.5,0.3,0,1,0.4,0.6,0.2,0,0.1,0.7,47.3,87.7,0.1,2.7,0.1,6.67
540,Alex Meret,"Napoli,",25,Serie A,GK,15,1350,0,0,0,0,83.1,0.1,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,24.8,83.1,0,3.7,0,6.67
541,Adrián Embarba,"Almeria,",30,La Liga,MF,5,424,1,3,2,1,73.8,0.2,0,1.8,0.3,0.9,0,0.2,0.6,0,0,1.2,1.2,1.2,0.9,0.6,0.9,0.6,14,73.8,1.1,1.2,0,6.67
542,Léo Baptistão,"Almeria,",30,La Liga,MF,8,569,2,2,3,0,67.1,0.6,2,1.3,0.7,1.4,0,0.2,0.5,0,0,1.4,0.7,0.4,0.5,0.5,0.6,1.5,15.5,67.1,0.3,0.6,0.1,6.67
543,Waldemar Anton,"Stuttgart,",26,Bundesliga,DF,15,1346,1,0,2,0,81.8,2.3,0,1.7,1.3,1,0.3,4.1,0.5,0.7,0,0.5,0.4,0.3,1,0,0.4,0.5,59.7,81.8,0.3,3.4,0,6.67
544,Alex Sandro,"Juventus,",31,Serie A,DF,9,780,0,1,3,1,87.4,1.1,0,1,0.8,1,0.4,1.5,0.2,0.5,0,0.2,0.5,0.7,0.7,0,0.4,1,36,87.4,0.2,2.5,0,6.67
545,Lassana Coulibaly,"Salernitana,",26,Serie A,MF,14,1168,1,1,4,0,85.3,0.7,1,3.1,0.4,1.7,0,0.6,0.9,0.1,0,0.4,0.6,1.3,1,0.1,0.9,2.3,32.5,85.3,0,0.5,0.1,6.67
546,Beto,"Udinese,",24,Serie A,FW,7,687,6,0,0,0,55.7,2.4,2,0.5,0.1,0.7,0,0.7,0.2,0,0,1.4,0.5,0.4,0.7,0.2,1.1,3.1,6.5,55.7,0,0.1,0,6.67
547,Fabinho,"Liverpool,",29,Premier League,DF,11,998,0,0,2,0,88.2,0.8,0,1.9,1,1.1,0,0.9,1,0.2,0,0.4,0.4,0.1,0.7,0,0.2,0.7,52.1,88.2,0,2.7,0.1,6.67
548,Anthony Jung,"Werder Bremen,",31,Bundesliga,DF,14,1150,2,2,0,0,79.4,0.9,0,1.7,0.5,0.7,0.1,1.8,0.5,0.1,0,0.9,0.8,0.1,0.7,0.1,0.6,0.9,36,79.4,0.5,1.7,0,6.67
549,Fran García,"Rayo Vallecano,",23,La Liga,DF,14,1260,0,2,0,0,85.6,0.1,0,1.4,1.1,0.8,0.3,1.3,0.9,0.1,0,0.7,0.9,0.6,0.6,0.1,0.3,1.1,41.8,85.6,1,1.6,0,6.67
550,Leonardo Bonucci,"Juventus,",35,Serie A,DF,6,596,1,0,1,0,85.4,1.2,0,0.3,0.9,0.9,0.3,2.4,0.2,0.7,0,0.3,0.2,0.1,0.4,0.1,0,0.2,38.9,85.4,0,3.4,0.1,6.66
551,Edgar Badia,"Elche,",30,La Liga,GK,14,1260,0,0,2,0,69,0.1,2,0.1,0,0.1,0,1,0,0,0,0,0,0,0.1,0,0,0.1,26.3,69,0,7.9,0,6.66
552,Sergio Camello,"Rayo Vallecano,",21,La Liga,FW,11,940,2,2,0,0,81.6,0.8,0,0.6,0,0.3,0,0.5,0.3,0,0,2.1,0.9,0.5,0.6,0.6,0.8,1.8,12.8,81.6,0,0.4,0.1,6.66
553,Sebastian Rode,"Eintracht Frankfurt,",32,Bundesliga,DF,8,604,3,1,2,0,86.6,0.4,0,1.3,0.4,0.8,0,0.7,0.8,0.1,0,0.3,0.6,0.1,0.9,0,0.3,0.1,28.6,86.6,0,1.1,0.1,6.66
554,Vitaliy Mykolenko,"Everton,",23,Premier League,DF,15,1285,0,0,2,0,77,0.7,0,1.5,1.5,0.9,0.2,2.4,0.4,0.6,0,0.3,0.7,0.3,0.4,0,0.3,0.7,35.6,77,0.7,1.2,0,6.66
555,Luis Alberto,"Lazio,",30,Serie A,MF,5,541,3,1,1,0,85.6,0.2,0,0.5,0.2,0.3,0,0.1,0.6,0.1,0,0.7,0.9,0.2,0.2,0,0.5,0.8,28.8,85.6,0.5,1.3,0.3,6.66
556,Maxence Caqueret,"Lyon,",22,Ligue 1,MF,11,976,0,1,1,0,87.1,0.5,0,2.4,0.7,1.2,0,0.6,1.7,0.1,0,0.6,1,0.6,0.7,0.1,0.9,1.5,49.3,87.1,0.3,1.8,0.1,6.66
557,Predrag Rajkovic,"Mallorca,",27,La Liga,GK,14,1260,0,0,1,0,59.6,0,1,0,0,0,0,0.8,0.1,0,0,0,0,0.1,0.2,0,0.1,0.1,30.2,59.6,0,8.5,0,6.66
558,Boubakary Soumaré,"Leicester,",23,Premier League,MF,9,675,0,0,3,0,91.4,0.7,0,2.7,1.1,1,0,1.4,0.6,0.1,0,0.1,0.2,0.3,0.7,0,0.9,0.5,34,91.4,0,1.3,0.1,6.66
559,Grischa Prömel,"Hoffenheim,",27,Bundesliga,MF,13,1074,1,1,3,0,79.8,0.9,0,1.8,0.4,1.6,0.2,1.2,0.8,0.2,0,1.7,0.6,0.2,1.7,0.1,0.8,1.4,25.8,79.8,0.2,0.9,0,6.66
560,Wahbi Khazri,"Montpellier,",31,Ligue 1,MF,8,711,2,1,2,0,77.2,0.5,0,1.1,0.5,0.5,0,0.6,0.7,0.1,0,1.6,0.5,1.2,1.6,0.6,1.5,2.5,16.4,77.2,0.1,1.1,0,6.66
561,Sergi Roberto,"Barcelona,",30,La Liga,DF,3,371,2,0,1,0,93.9,0,0,0.6,0.8,0.6,0,0.7,0.1,0.1,0,0.6,0.3,0.1,0.4,0.1,0.1,0.3,29,93.9,0.4,1.2,0,6.66
