name,team,age,league,position,apps,minutesPlayed,tacklePerGame,interceptionPerGame,foulsPerGame,offsideWonPerGame,clearancePerGame,wasDribbledPerGame,outFielderBlockPerGame,goalOwn,rating
Jonas Hector,FC Koln,32,Bundesliga,DF,13,1160,3,1.5,0.8,0.3,2.4,1.1,0.2,0,6.93
Karl Toko-Ekambi,Lyon,30,Ligue 1,MF,11,1029,0.3,0.5,0.5,0,0.3,0.6,0.1,0,6.93
Giacomo Bonaventura,Fiorentina,33,Serie A,MF,11,933,1.8,0.9,0.8,0,0.1,0.4,0,0,6.93
Tetê,Lyon,22,Ligue 1,MF,11,879,1,0.7,0.7,0,0.1,0.6,0,0,6.93
Philip Billing,Bournemouth,26,Premier League,MF,13,1143,2.1,0.7,0.7,0,1.3,0.5,0.3,0,6.92
Jordi Masip,Real Valladolid,33,La Liga,GK,9,810,0,0,0,0,1.2,0,0,0,6.92
Guglielmo Vicario,Empoli,26,Serie A,GK,15,1350,0,0,0,0,1.3,0.1,0,0,6.92
Wojciech Szczesny,Juventus,32,Serie A,GK,9,763,0.1,0,0,0,0.4,0,0,0,6.92
Youssouf Fofana,Monaco,23,Ligue 1,MF,14,1166,2.6,0.9,1.6,0,0.8,0.6,0.1,0,6.92
Youcef Atal,Nice,26,Ligue 1,DF,7,623,2.8,0.9,0.8,0,0.8,0.3,0,0,6.92
Christoph Baumgartner,Hoffenheim,23,Bundesliga,MF,15,1157,0.9,0.7,2,0.1,0.3,1,0.1,0,6.92
Bremer,Juventus,25,Serie A,DF,13,1127,0.8,1.8,1.1,0.5,3.5,0.1,1,0,6.92
Filip Kostic,Juventus,30,Serie A,MF,13,1072,1,0.4,1.1,0,0.5,0.7,0.1,0,6.91
Raphinha,Barcelona,25,La Liga,MF,6,570,0.7,0.4,0.4,0,0.2,0.4,0.1,0,6.91
Joachim Andersen,Crystal Palace,26,Premier League,DF,13,1170,1.2,1,1.1,0.9,7.1,0.5,0.6,0,6.91
Pascal Groß,Brighton,31,Premier League,MF,14,1197,1.5,0.4,0.6,0,0.3,0.9,0.2,0,6.91
Cristiano Biraghi,Fiorentina,30,Serie A,DF,13,1143,2.3,0.2,0.9,0.4,1.4,0.4,0.3,0,6.91
Éder Militão,Real Madrid,24,La Liga,DF,10,912,1.5,1,1.1,0.3,2.7,0.1,1.1,0,6.91
Solly March,Brighton,28,Premier League,MF,14,1219,1.4,0.9,1.4,0.1,1.4,0.8,0.1,0,6.91
Moisés Caicedo,Brighton,21,Premier League,MF,14,1248,3.1,1.4,2.1,0,0.6,0.4,0.1,0,6.91
Rominigue Kouamé,Troyes,25,Ligue 1,MF,14,1238,1.4,1.9,1.6,0,1.1,0.4,0.4,0,6.91
Tomás Soucek,West Ham,27,Premier League,MF,15,1309,3.1,1.6,1.3,0,1.7,1.1,0.5,0,6.91
Mory Diaw,Clermont Foot,29,Ligue 1,GK,15,1350,0,0,0,0,0.8,0.1,0,0,6.9
Lucas Tousart,Hertha Berlin,25,Bundesliga,MF,14,1248,2.4,1.4,1.2,0,2.2,0.9,0.1,0,6.9
Moses Simon,Nantes,27,Ligue 1,MF,13,1103,0.9,0.2,0.3,0,0.1,0.2,0.1,0,6.9
Marc-André ter Stegen,Barcelona,30,La Liga,GK,14,1260,0,0.1,0,0,0.5,0,0,0,6.9
Timo Werner,RBL,26,Bundesliga,MF,7,649,0.2,0.1,0.4,0,0.1,0.2,0,0,6.9
Giorgos Kyriakopoulos,Sassuolo,26,Serie A,DF,9,728,1.9,1,0.8,0.1,1,0.3,0.1,0,6.9
Éric Ebimbe,Eintracht Frankfurt,22,Bundesliga,MF,7,711,2.1,0.7,1.2,0,0.9,0.9,0.3,0,6.9
Nicolas Pépé,Nice,27,Ligue 1,MF,10,922,0.9,0.1,0.7,0,0.1,0.7,0,0,6.9
Borna Sosa,Stuttgart,24,Bundesliga,DF,10,880,1.2,0.6,0.5,0.1,1.3,0.5,0.2,0,6.9
David Raya,Brentford,27,Premier League,GK,15,1350,0,0,0,0,0.5,0.1,0,0,6.89
Adrien Truffert,Rennes,21,Ligue 1,DF,13,1117,2.3,1.1,0.5,0.1,1.8,0.5,0.4,0,6.89
Marc Oliver Kempf,Hertha Berlin,27,Bundesliga,DF,15,1296,1.7,1.8,0.6,0.7,3.8,0.2,1.3,0,6.89
Federico Dimarco,Inter,25,Serie A,DF,13,1052,0.9,0.7,0.5,0,0.7,0.2,0.1,0,6.89
Chris Smalling,Roma,33,Serie A,DF,14,1322,0.6,1.6,0.5,0,4.5,0.3,0.9,0,6.89
Álvaro García,Rayo Vallecano,30,La Liga,MF,13,1103,1.5,0.5,1.2,0,0.4,0.2,0.1,0,6.89
Sergio Busquets,Barcelona,34,La Liga,MF,11,910,1.7,1,1,0,0.9,0.3,0.3,0,6.89
Jackson Porozo,Troyes,22,Ligue 1,DF,11,959,1.7,1.8,1.5,0.1,4.1,0.9,0.7,0,6.88
Mark Flekken,Freiburg,29,Bundesliga,GK,15,1350,0,0,0,0,0.5,0.1,0,0,6.88
Iker Muniain,Athletic Bilbao,29,La Liga,MF,10,793,0.5,0.3,0.5,0,0.1,0.2,0,0,6.88
Emiliano Martínez,Aston Villa,30,Premier League,GK,15,1295,0,0.1,0,0,0.4,0,0,0,6.88
Raphaël Guerreiro,Borussia Dortmund,28,Bundesliga,DF,12,1035,1.5,1.4,0.3,0.3,0.7,0.7,0.1,0,6.88
Hirving Lozano,Napoli,27,Serie A,MF,8,723,0.5,0.1,0.9,0,0.1,0.1,0,0,6.88
Rasmus Kristensen,Leeds,25,Premier League,DF,12,1051,2.9,1.8,1.3,0.3,2.4,0.7,0.5,0,6.88
Ionut Radu,Cremonese,25,Serie A,GK,9,810,0,0,0,0,0.4,0,0,0,6.88
Alexis Sánchez,Marseille,33,Ligue 1,MF,10,862,0.6,0.1,1.5,0,0.2,0.3,0,0,6.88
Youssoufa Moukoko,Borussia Dortmund,18,Bundesliga,FW,8,767,0.9,0.1,0.4,0,0.1,0.1,0,0,6.88
Ben White,Arsenal,25,Premier League,DF,14,1157,2,0.6,0.7,0.7,1.8,0.6,0.5,0,6.88
Przemyslaw Frankowski,Lens,27,Ligue 1,MF,11,1009,1.7,1.1,1.1,0.1,1.3,0.9,0,0,6.88
Borja Iglesias,Real Betis,29,La Liga,FW,12,965,0.6,0,1.8,0,0.5,0.2,0.1,0,6.87
Reinildo,Atletico,28,La Liga,DF,14,1239,3.2,1.4,1.8,0,2.6,0.4,0.7,0,6.87
Paul Joly,Auxerre,22,Ligue 1,DF,10,867,3.3,2.4,0.7,0.5,2,1.6,0.2,0,6.87
Copete,Mallorca,23,La Liga,DF,12,1001,2.2,2.1,1.5,0.2,3.3,0.2,0.5,0,6.87
David da Costa,Lens,21,Ligue 1,MF,13,996,0.5,0.5,0.5,0,0.1,0.7,0,0,6.87
Roberto Pereyra,Udinese,31,Serie A,MF,15,1297,1.3,0.8,0.8,0,0.4,0.8,0.1,0,6.87
Merih Demiral,Atalanta,24,Serie A,DF,12,1074,2.1,1.3,0.8,0.6,3.2,0.3,0.4,0,6.87
Mikel Vesga,Athletic Bilbao,29,La Liga,MF,10,924,1.9,1.2,1.2,0.1,1,1.8,0.2,0,6.87
Olivier Giroud,AC Milan,36,Serie A,FW,9,769,0.2,0.1,0.8,0.1,0.5,0.2,0.1,0,6.87
Mohamed Camara,Monaco,22,Ligue 1,MF,9,802,2.8,1.2,1.9,0,0.5,1.5,0.2,0,6.87
Aarón Martín,Mainz,25,Bundesliga,DF,15,1246,2,0.7,1,0.1,1.1,0.2,0.1,0,6.86
Nikola Milenkovic,Fiorentina,25,Serie A,DF,9,836,1.4,0.9,1.2,0.5,2.4,0.2,0.4,1,6.86
Marquinhos,PSG,28,Ligue 1,DF,12,1104,0.9,1.1,0.4,0.3,2.2,0.1,0.6,0,6.86
Benoît Badiashile,Monaco,21,Ligue 1,DF,9,839,0.9,1.5,0.9,0.3,3.5,0.5,0.5,0,6.86
Alexander Nübel,Monaco,26,Ligue 1,GK,15,1350,0,0.1,0,0,0.3,0.1,0,0,6.86
Suat Serdar,Hertha Berlin,25,Bundesliga,MF,13,978,2.1,0.9,1.1,0,0.9,0.8,0.6,0,6.86
Oliver Baumann,Hoffenheim,32,Bundesliga,GK,15,1350,0,0,0,0,0.9,0,0,0,6.86
Destiny Udogie,Udinese,20,Serie A,MF,11,964,2.6,1.2,1.7,0.2,0.5,0.7,0.3,0,6.86
Chancel Mbemba,Marseille,28,Ligue 1,DF,15,1306,1.3,1.3,0.5,0.2,2.9,0.1,0.4,0,6.86
Davide Frattesi,Sassuolo,23,Serie A,MF,15,1221,1.6,0.1,1,0,1,0.6,0.1,0,6.86
Chimy Avila,Osasuna,28,La Liga,MF,11,846,0.3,0.3,0.6,0.1,0.5,0.5,0,0,6.86
Deiver Machado,Lens,29,Ligue 1,MF,12,1014,2.2,0.9,1.5,0.2,0.7,0.4,0.3,0,6.85
Julian Ryerson,Union Berlin,25,Bundesliga,DF,12,1042,2.2,0.9,1.2,0,1.2,0.6,0.2,0,6.85
Joe Willock,Newcastle,23,Premier League,MF,13,1121,1.8,0.8,1.1,0,0.7,1,0.3,0,6.85
Alexander Djiku,Strasbourg,28,Ligue 1,DF,14,1181,2.1,1.9,1.1,0.4,3.7,0.7,0.6,0,6.85
Timothy Castagne,Leicester,27,Premier League,DF,13,1192,2,1,0.9,0.1,2.1,0.9,0.4,0,6.85
Hamza Sakhi,Auxerre,26,Ligue 1,MF,14,1199,2.5,1.1,0.7,0,0.5,1,0.1,0,6.85
Nick Pope,Newcastle,30,Premier League,GK,15,1350,0,0,0,0,1.2,0.1,0,0,6.85
Ismaily,Lille,32,Ligue 1,DF,11,968,1.9,1,0.4,0.3,1.5,0.5,0.2,0,6.85
Christopher Lenz,Eintracht Frankfurt,28,Bundesliga,DF,4,469,1.4,1,0.7,0.1,1.2,0.8,0,0,6.84
Kingsley Coman,Bayern,26,Bundesliga,MF,5,529,0.8,0,0.4,0,0.3,0.4,0,0,6.84
André Almeida,Valencia,22,La Liga,MF,8,708,1.3,0.5,1,0,0.4,0.3,0,0,6.84
Ademola Lookman,Atalanta,25,Serie A,MF,10,864,0.2,0.1,0.7,0,0,0.2,0,0,6.84
Exequiel Palacios,Leverkusen,24,Bundesliga,MF,7,567,2.5,1.3,0.8,0,0.8,0.5,0.1,0,6.84
Nicolas Höfler,Freiburg,32,Bundesliga,DF,15,1296,2.1,1.3,1.7,0.1,1.2,0.9,0.5,0,6.84
Wladimiro Falcone,Lecce,27,Serie A,GK,15,1350,0.1,0.1,0.1,0,1.8,0,0,0,6.84
Neto Borges,Clermont Foot,26,Ligue 1,DF,12,994,2.3,1.3,0.5,0.2,1.9,0.9,0.3,0,6.84
Simone Bastoni,Spezia,26,Serie A,DF,10,811,3.1,0.6,1.9,0.1,0.7,0.9,0.4,0,6.84
Sandro Tonali,AC Milan,22,Serie A,MF,11,1030,1.8,1.1,0.9,0.2,0,0.5,0.3,0,6.84
Carlos Augusto,Monza,23,Serie A,DF,14,1222,1.4,0.5,1.4,0.1,2,0.3,0.1,0,6.84
Junior Messias,AC Milan,31,Serie A,MF,9,717,1,0.4,1.1,0.1,1,0.5,0.2,0,6.83
James Ward-Prowse,Southampton,28,Premier League,MF,15,1350,1.7,1.3,0.7,0,0.9,0.8,0.1,0,6.83
Bryan Cristante,Roma,27,Serie A,DF,15,1241,3.3,0.4,1.3,0,1.3,0.7,0.4,0,6.83
Christian Kouamé,Fiorentina,25,Serie A,MF,12,1012,0.9,0.7,1.5,0,0.1,0.3,0.1,0,6.83
Mason Mount,Chelsea,23,Premier League,MF,13,1038,1.7,0.1,1.1,0,0.3,0.5,0.3,0,6.83
Franck Honorat,Brest,26,Ligue 1,MF,13,1166,1.5,0.7,0.8,0,0.3,0.8,0.1,0,6.83
William Saliba,Arsenal,21,Premier League,DF,14,1246,1.6,0.6,0.7,0.8,2.7,0.1,0.4,1,6.83
Dani Olmo,RBL,24,Bundesliga,MF,7,534,0.8,0.2,0.7,0,0.1,0.2,0,0,6.83
Dominic Solanke,Bournemouth,25,Premier League,FW,12,1078,0.5,0.1,1.4,0.2,1.1,0.4,0.3,0,6.83
Kevin Gameiro,Strasbourg,35,Ligue 1,FW,12,1068,0.9,0.3,0.3,0,0,0.5,0.1,0,6.83
Moi Gómez,Osasuna,28,La Liga,MF,14,1147,0.7,0.4,0.5,0,0.1,0.4,0.1,0,6.83
Gabriel Strefezza,Lecce,25,Serie A,MF,11,897,1.5,0.5,1.4,0,0.6,0.6,0.2,0,6.83
Raúl Albiol,Villarreal,37,La Liga,DF,13,1160,1,0.7,0.7,0.8,4.5,0.1,0.7,0,6.83
Junya Ito,Reims,29,Ligue 1,MF,11,915,0.8,0.3,0.7,0,0,1,0.1,0,6.83
Trent Alexander-Arnold,Liverpool,24,Premier League,DF,12,994,1.1,0.9,0.4,0.3,0.9,0.7,0.1,0,6.83
Jesper Lindstrøm,Eintracht Frankfurt,22,Bundesliga,MF,12,921,0.6,0.4,0.5,0,0.3,0.4,0,0,6.82
Manuel Neuer,Bayern,36,Bundesliga,GK,12,1080,0,0,0,0,0.7,0,0,0,6.82
Philipp Hofmann,Bochum,29,Bundesliga,FW,12,1063,0.2,0.3,1.3,0,0.7,0.2,0.1,0,6.82
Marko Arnautovic,Bologna,33,Serie A,MF,13,1106,0.6,0.2,1.3,0,0.6,0.2,0.1,0,6.82
Valentin Rongier,Marseille,28,Ligue 1,DF,12,1087,1.8,1.4,1.4,0,0.7,0.9,0.4,0,6.82
Luigi Sepe,Salernitana,31,Serie A,GK,15,1350,0,0,0,0,0.4,0.1,0,0,6.82
Ermedin Demirovic,Augsburg,24,Bundesliga,MF,15,1152,0.9,0.7,1.9,0,1.2,0.2,0.1,0,6.82
Matthijs de Ligt,Bayern,23,Bundesliga,DF,9,768,0.8,0.7,0.8,0.3,2.9,0.1,0.6,0,6.82
Edgar González,Real Betis,25,La Liga,DF,9,844,1.2,0.9,0.5,1.1,4.9,0.4,0.6,0,6.82
Georginio Rutter,Hoffenheim,20,Bundesliga,FW,11,1010,0.5,0.3,1.1,0,0.4,0.1,0.1,0,6.82
Danilo Pereira,PSG,31,Ligue 1,DF,8,688,0.7,0.6,0.3,0.1,1.5,0.2,0.5,0,6.82
Mario Götze,Eintracht Frankfurt,30,Bundesliga,MF,15,1254,1.4,0.5,0.7,0,0.3,1.1,0,0,6.82
Jonathan Gradit,Lens,30,Ligue 1,DF,10,799,1.2,1.1,1.2,0.2,2.1,0.3,0.5,0,6.82
Mërgim Berisha,Augsburg,24,Bundesliga,MF,10,790,0.5,0,1.8,0,1.2,0.2,0,0,6.82
Morten Hjulmand,Lecce,23,Serie A,MF,14,1175,2.5,2.1,1.9,0.1,1.9,0.4,0.4,0,6.81
Matteo Politano,Napoli,29,Serie A,MF,7,607,1,0.4,0.4,0,0.3,0.4,0,0,6.81
Tammy Abraham,Roma,25,Serie A,FW,12,1049,0.7,0.1,1,0,0.3,0.4,0.1,0,6.81
Armel Bella-Kotchap,Southampton,20,Premier League,DF,11,906,1.6,2.4,0.4,0.4,4.8,0.1,0.5,0,6.81
Ridle Baku,Wolfsburg,24,Bundesliga,DF,14,1282,2,0.8,0.8,0.2,1.8,0.8,0.3,0,6.81
Angeliño,Hoffenheim,25,Bundesliga,DF,13,1175,0.9,0.6,0.6,0,1.1,0.2,0.2,0,6.81
Sven Botman,Newcastle,22,Premier League,DF,12,1059,1.1,0.8,0.4,0.7,2.8,0.2,0.5,0,6.81
Etienne Capoue,Villarreal,34,La Liga,DF,10,840,1.5,1,0.7,0,1.3,0.1,0.2,0,6.81
David Soria,Getafe,29,La Liga,GK,14,1260,0,0,0.1,0,1,0,0,0,6.8
Manu Koné,Borussia M.Gladbach,21,Bundesliga,MF,14,1226,2.1,0.8,1.8,0,0.3,0.6,0.4,0,6.8
Rúben Dias,Man City,25,Premier League,DF,9,872,0.5,1,0.8,0.4,2,0,0.3,0,6.8
Nicolò Rovella,Monza,21,Serie A,MF,9,804,1.7,2,1.2,0.2,0.4,0.7,0.1,0,6.8
Marcus Rashford,Man Utd,25,Premier League,MF,13,1130,0.5,0.1,0.5,0,0.2,0.4,0.1,0,6.8
William Carvalho,Real Betis,30,La Liga,MF,12,931,1.2,0.4,1,0.1,0.5,0.9,0.3,0,6.8
Neco Williams,Nottingham Forest,21,Premier League,DF,12,1078,2.9,1.7,1.3,0.1,1.1,1,0.3,0,6.8
Boulaye Dia,Salernitana,26,Serie A,MF,10,961,0.4,0.1,0.6,0,0.7,0.2,0,0,6.8
Folarin Balogun,Reims,21,Ligue 1,FW,12,1080,0.3,0.1,0.9,0,0.7,0.4,0,0,6.8
Andrew Robertson,Liverpool,28,Premier League,DF,10,864,0.4,0.3,0.4,0.3,1.2,0.6,0.2,0,6.79
Gédéon Kalulu,Lorient,25,Ligue 1,DF,12,1080,2.3,1.3,1,0.3,2.7,0.7,0.2,0,6.79
Marshall Munetsi,Reims,26,Ligue 1,DF,10,905,2,1.3,1.7,0,1.3,0.7,0.2,0,6.79
Kalidou Koulibaly,Chelsea,31,Premier League,DF,8,744,2,1.3,1.2,0.3,3.1,0.4,0.2,0,6.79
Eray Cömert,Valencia,24,La Liga,DF,10,872,1.1,1.1,1.5,0.8,2.6,0.5,0.5,0,6.79
Kenny Tete,Fulham,27,Premier League,DF,8,710,3.2,1.3,1.6,0.2,2.4,0.1,0.8,0,6.79
Aaron Cresswell,West Ham,32,Premier League,DF,14,1242,0.9,1,0.5,0,2.4,0.7,0.5,0,6.79
Michael Olise,Crystal Palace,20,Premier League,MF,8,754,1.2,0.3,0.5,0,0.5,0.5,0,0,6.79
Stijn Spierings,Toulouse,26,Ligue 1,MF,15,1350,2.5,0.9,1.6,0.1,1.3,1.3,0.3,0,6.78
José Giménez,Atletico,27,La Liga,DF,8,734,1.4,1.2,0.9,0.3,4.6,0.3,0.9,0,6.78
Lisandro Martínez,Man Utd,24,Premier League,DF,14,1206,1.9,1.4,0.9,0.4,4.3,0.4,1,0,6.78
Virgil van Dijk,Liverpool,31,Premier League,DF,14,1260,0.7,1.1,0.4,0.2,4.1,0.1,0.6,0,6.78
Laurent Abergel,Lorient,29,Ligue 1,MF,10,810,3.2,1.2,0.7,0,0.9,1.7,0.2,0,6.78
Rui Silva,Real Betis,28,La Liga,GK,12,1080,0.2,0,0,0,0.8,0,0,0,6.78
Stefan de Vrij,Inter,30,Serie A,DF,11,995,1,2,0.6,0.4,3,0.1,0.3,0,6.78
Anthony Rouault,Toulouse,21,Ligue 1,DF,15,1343,1.7,1.8,0.4,0.6,3.8,0.9,0.8,0,6.78
Che Adams,Southampton,26,Premier League,MF,12,1067,0.7,0.2,1.3,0.1,1,0.1,0.1,0,6.78
Ellyes Skhiri,FC Koln,27,Bundesliga,MF,14,1260,2.9,1.5,1.4,0.1,1.1,1.1,0.4,0,6.78
Lukasz Fabianski,West Ham,37,Premier League,GK,15,1245,0,0,0,0,0.6,0,0,0,6.78
Fernando Martínez,Almeria,32,La Liga,GK,13,1170,0,0,0,0,0.6,0.1,0,0,6.78
Mouctar Diakhaby,Valencia,25,La Liga,DF,10,794,1.4,0.7,0.9,0.6,3.1,0.2,0.6,0,6.78
Harvey Barnes,Leicester,24,Premier League,MF,13,1091,0.8,0.2,0.8,0,0.2,0.5,0,0,6.78
Eric García,Barcelona,21,La Liga,DF,8,610,1.3,1,1.2,1.2,1,0.2,0.7,0,6.78
Salis Abdul Samed,Lens,22,Ligue 1,MF,15,1350,1.5,1.2,2.5,0.1,0.7,0.6,0.3,1,6.78
Florian Niederlechner,Augsburg,32,Bundesliga,MF,10,912,0.7,0.1,0.9,0,0.6,0.2,0.1,0,6.78
Oriol Romeu,Girona,31,La Liga,MF,11,990,3,1.3,2.2,0,0.9,0.9,0.4,0,6.78
Hamari Traoré,Rennes,30,Ligue 1,DF,13,1183,1.5,1.4,1.1,0.1,2.4,0.9,0.3,0,6.77
Noussair Mazraoui,Bayern,25,Bundesliga,DF,6,553,1.5,0.5,0.9,0.4,1.1,0.4,0.1,0,6.77
Leonardo Balerdi,Marseille,23,Ligue 1,DF,14,1203,2,2.1,1.1,0.1,2.8,0.4,0.9,1,6.77
Sergio Escudero,Real Valladolid,33,La Liga,DF,9,711,2.4,1.1,1,0.4,2.2,1.3,0.2,0,6.77
David García,Osasuna,28,La Liga,DF,12,1042,1.3,1.6,1.8,0.8,4.7,0.1,0.3,0,6.77
Loïs Openda,Lens,22,Ligue 1,FW,11,947,0.1,0.1,1,0,0,0.4,0,0,6.77
Stefan Savic,Atletico,31,La Liga,DF,10,886,1.6,1.6,1.6,0.6,2.7,0.2,0.2,0,6.77
Álex Moreno,Real Betis,29,La Liga,DF,13,1170,1.7,1.2,0.9,0.5,1.9,1.2,0.3,0,6.77
Pasquale Mazzocchi,Salernitana,27,Serie A,DF,15,1208,1.3,0.4,1,0.1,0.9,0.8,0.1,0,6.77
Ben Davies,Tottenham,29,Premier League,DF,11,995,0.8,0.8,1.2,0.4,2.3,0.5,0.4,0,6.77
Karim Onisiwo,Mainz,30,Bundesliga,MF,15,1309,0.5,0.1,1.9,0,0.1,0.3,0,0,6.76
Felix Nmecha,Wolfsburg,22,Bundesliga,MF,6,665,0.9,0.6,0.9,0,1,0.3,0.2,0,6.76
Marius Wolf,Borussia Dortmund,27,Bundesliga,DF,5,516,0.8,0.8,0.6,0,0.9,0.2,0.3,0,6.76
Andreas Pereira,Fulham,26,Premier League,MF,15,1251,0.7,0.3,1.1,0,0.2,0.4,0.1,0,6.76
Sergio Ramos,PSG,36,Ligue 1,DF,12,1012,1.1,1.2,1.1,0.3,1.4,0.5,0.3,0,6.76
Jordan Veretout,Marseille,29,Ligue 1,MF,10,983,1.5,1.1,1,0,0.9,0.4,0.2,0,6.76
Eric Dier,Tottenham,28,Premier League,DF,14,1285,0.9,1.3,0.4,0.1,3.1,0.2,0.5,0,6.76
Dan Burn,Newcastle,30,Premier League,DF,14,1227,1.2,1,1,0.3,3.2,0.7,0.5,0,6.76
Mohamed Simakan,RBL,22,Bundesliga,DF,9,673,0.6,0.8,1,0.3,2.9,0.3,0.2,0,6.76
Gavi,Barcelona,18,La Liga,MF,9,803,1,0.6,2.4,0,0.4,0.4,0.1,0,6.76
Gregor Kobel,Borussia Dortmund,25,Bundesliga,GK,11,990,0,0,0,0,0.7,0,0,0,6.76
Gonzalo Plata,Real Valladolid,22,La Liga,MF,6,594,1.2,0.4,0.4,0,0.2,0.6,0,0,6.75
Dante,Nice,39,Ligue 1,DF,14,1260,1.9,1.7,1,0.2,3.2,0.4,0.9,0,6.75
Denzel Dumfries,Inter,26,Serie A,DF,13,1085,0.7,0.5,0.7,0.1,1,0.4,0.3,0,6.75
Yunis Abdelhamid,Reims,35,Ligue 1,DF,15,1350,2.2,2.3,1.3,0.3,2.7,0.3,0.8,0,6.75
Vicente Guaita,Crystal Palace,35,Premier League,GK,14,1260,0,0,0.1,0,1.1,0,0,0,6.75
Johan Gastien,Clermont Foot,34,Ligue 1,MF,14,1218,2.1,1.2,0.4,0,1,2.5,0.4,0,6.75
César Azpilicueta,Chelsea,33,Premier League,DF,7,672,1.5,1.1,1,0.1,2.4,0.2,0.1,0,6.75
Steve Mandanda,Rennes,37,Ligue 1,GK,13,1126,0,0,0.1,0,0.1,0,0,0,6.75
Lazar Samardzic,Udinese,20,Serie A,MF,4,523,0.9,0.5,0.6,0,0.4,0.7,0,0,6.75
Mario Lemina,Nice,29,Ligue 1,MF,10,728,2.7,0.8,0.6,0,1.5,0.5,0.5,0,6.75
Alex Iwobi,Everton,26,Premier League,MF,15,1333,1.9,0.6,0.5,0,1,0.6,0.1,0,6.75
Dejan Ljubicic,FC Koln,25,Bundesliga,MF,7,565,1.2,0.6,0.8,0,0.1,1,0,0,6.75
Jimmy Cabot,Lens,28,Ligue 1,MF,5,508,1.8,0.4,1.3,0,1,1.3,0,0,6.75
Silas Mvumpa,Stuttgart,24,Bundesliga,MF,13,1051,1.1,0.2,1.1,0.1,0.1,0.4,0.1,0,6.74
Ante Rebic,AC Milan,29,Serie A,MF,4,429,0.4,0,1.1,0,0.4,0.2,0,0,6.74
James Justin,Leicester,24,Premier League,DF,14,1254,1.4,1.1,0.6,0.5,2.6,0.2,0.4,0,6.74
Óscar Trejo,Rayo Vallecano,34,La Liga,MF,11,849,1.3,0.2,2.5,0,0.2,0.4,0.2,0,6.74
Azzedine Ounahi,Angers,22,Ligue 1,MF,13,1106,1.4,1.1,0.7,0,0.3,0.7,0,0,6.74
Facundo Medina,Lens,23,Ligue 1,DF,14,1226,0.6,1,1.2,0.2,1.6,0.6,0.3,0,6.74
Ola Aina,Torino,26,Serie A,DF,7,582,1.3,0.7,1,0,1.4,0.4,0.1,0,6.74
Alidu Seidu,Clermont Foot,22,Ligue 1,DF,14,1215,1.5,1.8,1.2,0.1,1.9,0.7,0.8,0,6.74
Nemanja Gudelj,Sevilla,31,La Liga,DF,12,1036,1.2,0.8,0.8,0.3,3.5,0.3,1.1,0,6.74
Vanderson,Monaco,21,Ligue 1,DF,9,857,2.1,1.9,1.2,0,0.9,0.5,0.3,0,6.74
Cheick Oumar Doucouré,Crystal Palace,22,Premier League,MF,12,970,2.1,1.7,1,0,1,0.8,0.5,0,6.74
Brice Samba,Lens,28,Ligue 1,GK,15,1350,0.1,0,0,0,0.5,0,0,0,6.74
Lewis Ferguson,Bologna,23,Serie A,MF,6,512,1.2,0.8,1.4,0,1,0.7,0.2,0,6.74
Martín Zubimendi,Real Sociedad,23,La Liga,MF,13,1151,1.6,0.9,1.6,0.1,1.7,0.4,0.6,0,6.74
Emmanuel Agbadou,Reims,25,Ligue 1,DF,11,970,2.4,1.1,1.3,0.2,4.3,0.5,0.5,0,6.74
Edu Expósito,Espanyol,26,La Liga,MF,10,781,1.8,0.7,0.8,0,0.9,0.4,0,0,6.74
Federico Baschirotto,Lecce,26,Serie A,DF,15,1350,1.1,1.2,0.4,1,5.1,0,0.9,0,6.73
Lars Stindl,Borussia M.Gladbach,34,Bundesliga,MF,8,685,0.6,0.4,1.1,0,0.8,0.4,0.2,0,6.73
Johann Lepenant,Lyon,20,Ligue 1,MF,9,833,2.4,1.1,1,0,0.8,1.4,0.2,0,6.73
Óscar Rodríguez,Celta Vigo,24,La Liga,MF,12,1003,1.5,1,1.1,0,0.5,0.4,0.1,0,6.73
Farès Chaïbi,Toulouse,20,Ligue 1,MF,9,835,0.9,0.7,1.2,0,0.5,0.7,0.2,0,6.73
Nicolás Domínguez,Bologna,24,Serie A,MF,11,971,2.6,0.5,1.7,0,0.3,0.9,0.2,0,6.73
Thierry Correia,Valencia,23,La Liga,DF,14,1214,2.3,1.1,1.6,0.3,2.1,0.6,0.1,0,6.73
Montassar Talbi,Lorient,24,Ligue 1,DF,15,1350,1.5,0.9,0.7,0.6,4.7,0.3,0.6,0,6.73
Bryan Mbeumo,Brentford,23,Premier League,MF,15,1134,0.5,0.2,0.6,0,0.4,0.6,0,0,6.73
Javi Galán,Celta Vigo,28,La Liga,DF,14,1256,3.1,0.6,1.4,0,0.9,1.4,0.1,0,6.73
Arkadiusz Milik,Juventus,28,Serie A,MF,7,709,0.4,0,0.8,0,0.6,0.2,0,0,6.73
Mounaïm El Idrissy,AC Ajaccio,23,Ligue 1,FW,12,1065,1.1,0.2,2.4,0,0.7,0.6,0,0,6.73
Quentin Merlin,Nantes,20,Ligue 1,DF,13,1133,1.5,1.1,0.5,0.1,0.9,1,0.3,0,6.73
Philipp Lienhart,Freiburg,26,Bundesliga,DF,15,1348,0.6,1.1,0.5,0.4,3.3,0.3,0.3,0,6.73
Mohammed Salisu,Southampton,23,Premier League,DF,14,1260,2.7,1.1,1.3,0.6,5.1,0.4,1.1,1,6.72
