name,team,age,position,apps,minutesPlayed,shotsTotal,shotOboxTotal,shotSixYardBox,shotPenaltyArea,rating
Stefan Posch,"Bologna,",25,", D(CR)",8,707,0.6,0.1,0.1,0.4,6.92
Christoph Baumgartner,"Hoffenheim,",23,", AM(CLR),FW",15,1157,2.6,0.7,0.2,1.7,6.92
Bremer,"Juventus,",25,", D(C)",13,1127,0.8,0.1,0.2,0.6,6.92
Filip Kostic,"Juventus,",30,", M(LR),FW",15,1072,0.9,0.4,0,0.5,6.91
Raphinha,"Barcelona,",25,", AM(LR),FW",13,570,2,0.8,0.2,0.9,6.91
Joachim Andersen,"Crystal Palace,",26,", D(C)",13,1170,0.6,0,0.2,0.5,6.91
Myron Boadu,"Monaco,",21,", FW",1,17,1,0,1,0,6.91
Pascal Groß,"Brighton,",31,", M(CR),FW",14,1197,1.2,0.5,0.3,0.4,6.91
Cristiano Biraghi,"Fiorentina,",30,", D(L),M(L)",14,1143,0.9,0.6,0,0.2,6.91
Éder Militão,"Real Madrid,",24,", D(CR)",12,912,0.7,0.2,0.2,0.3,6.91
Solly March,"Brighton,",28,", M(CLR)",14,1219,1.9,0.4,0,1.5,6.91
Moisés Caicedo,"Brighton,",21,", DMC",14,1248,0.8,0.6,0,0.1,6.91
Rominigue Kouamé,"Troyes,",25,", M(C)",14,1238,1,0.6,0,0.4,6.91
Pierluigi Gollini,"Fiorentina,",27,", GK",3,270,0,0,0,0,6.91
Tomás Soucek,"West Ham,",27,", DMC",15,1309,1.1,0.1,0.2,0.8,6.91
Aitor Fernández,"Osasuna,",31,", GK",4,360,0,0,0,0,6.91
Mory Diaw,"Clermont Foot,",29,", GK",15,1350,0,0,0,0,6.9
Mateusz Lis,"Troyes,",25,", GK",3,270,0,0,0,0,6.9
Oleksandr Zinchenko,"Arsenal,",25,", D(L),M(CLR)",7,565,0.7,0.4,0,0.3,6.9
Lucas Tousart,"Hertha Berlin,",25,", DMC",14,1248,1.4,0.5,0,0.9,6.9
Moses Simon,"Nantes,",27,", M(CLR),FW",13,1103,1.5,0.5,0.2,0.8,6.9
Marc-André ter Stegen,"Barcelona,",30,", GK",14,1260,0,0,0,0,6.9
Timo Werner,"RB Leipzig,",26,", AM(CLR),FW",9,649,3,0.4,0.2,2.3,6.9
Giorgos Kyriakopoulos,"Sassuolo,",26,", D(L),M(L)",11,728,1.1,0.2,0.1,0.8,6.9
Éric Ebimbe,"Eintracht Frankfurt,",22,", M(CR)",10,711,1.2,0.3,0,0.9,6.9
Nicolas Pépé,"Nice,",27,", AM(LR),FW",12,922,3,1,0.2,1.8,6.9
Lucas Paquetá,"West Ham,",25,", AM(CLR),FW",8,592,2.4,0.8,0.1,1.5,6.9
Borna Sosa,"VfB Stuttgart,",24,", D(L),M(L)",12,880,0.7,0.3,0,0.3,6.9
Juan Foyth,"Villarreal,",24,", D(CR),DMC",4,249,0.3,0,0,0.3,6.9
Paulo Gazzaniga,"Girona,",30,", GK",4,360,0,0,0,0,6.9
David Raya,"Brentford,",27,", GK",15,1350,0,0,0,0,6.89
Adrien Truffert,"Rennes,",21,", D(L),M(L)",15,1117,0.5,0.3,0,0.2,6.89
Marc Oliver Kempf,"Hertha Berlin,",27,", D(C)",15,1296,0.3,0,0.1,0.3,6.89
Iván Martín,"Girona,",23,", Midfielder",2,101,1,0,0,1,6.89
Jan Olschowsky,"Borussia M.Gladbach,",21,", Goalkeeper",2,180,0,0,0,0,6.89
Federico Dimarco,"Inter,",25,", D(CL),M(L)",15,1052,1.5,0.9,0,0.5,6.89
Chris Smalling,"Roma,",33,", D(CR)",15,1322,0.6,0,0.3,0.3,6.89
Álvaro García,"Rayo Vallecano,",30,", AM(L)",13,1103,1.5,0.2,0.1,1.2,6.89
Sergio Busquets,"Barcelona,",34,", DMC",12,910,0.2,0.2,0,0,6.89
Adam Masina,"Udinese,",28,", D(L),M(L)",4,306,0.3,0,0,0.3,6.89
Gerard Moreno,"Villarreal,",30,", AM(CR),FW",6,382,2.3,0.3,0.5,1.5,6.88
Jackson Porozo,"Troyes,",22,", D(C)",11,959,1.5,0.3,0.4,0.9,6.88
Mark Flekken,"Freiburg,",29,", GK",15,1350,0,0,0,0,6.88
Iker Muniain,"Athletic Bilbao,",29,", AM(CLR)",11,793,1.6,0.6,0,1,6.88
Emiliano Martínez,"Aston Villa,",30,", GK",15,1295,0,0,0,0,6.88
Raphaël Guerreiro,"Borussia Dortmund,",28,", D(L),M(CL)",12,1035,0.9,0.7,0,0.3,6.88
Hirving Lozano,"Napoli,",27,", AM(LR),FW",14,723,1.9,0.5,0.2,1.1,6.88
Rasmus Kristensen,"Leeds,",25,", D(R),M(R)",12,1051,0.5,0.1,0.1,0.3,6.88
Ionut Radu,"Cremonese,",25,", GK",9,810,0,0,0,0,6.88
Alexis Sánchez,"Marseille,",33,", M(CLR),FW",12,862,1.9,0.3,0.3,1.4,6.88
Fodé Ballo-Touré,"AC Milan,",25,", D(L),M(L)",3,196,0.3,0,0,0.3,6.88
Youssoufa Moukoko,"Borussia Dortmund,",18,", FW",14,767,1.9,0.7,0.4,0.7,6.88
Ben White,"Arsenal,",25,", D(CR),DMC",14,1157,0.4,0.2,0,0.1,6.88
Przemyslaw Frankowski,"Lens,",27,", M(CLR)",15,1009,1.2,0.7,0,0.5,6.88
Borja Iglesias,"Real Betis,",29,", FW",13,965,2.4,0.2,0.2,2,6.87
Reinildo,"Atletico Madrid,",28,", D(CL),M(L)",14,1239,0.2,0.2,0,0,6.87
Paul Joly,"Auxerre,",22,", D(R)",10,867,0.7,0.5,0,0.2,6.87
Copete,"Mallorca,",23,", D(C)",12,1001,0.3,0,0.1,0.2,6.87
David da Costa,"Lens,",21,", AM(CL)",15,996,1.3,0.3,0,0.9,6.87
Ørjan Nyland,"RB Leipzig,",32,", GK",1,90,0,0,0,0,6.87
Lloyd Kelly,"Bournemouth,",24,", D(CL)",5,450,0,0,0,0,6.87
Roberto Pereyra,"Udinese,",31,", M(CLR),FW",15,1297,1.1,0.3,0.1,0.7,6.87
Merih Demiral,"Atalanta,",24,", D(C)",13,1074,0.4,0.1,0.1,0.2,6.87
Mikel Vesga,"Athletic Bilbao,",29,", DMC",13,924,0.9,0.6,0,0.3,6.87
Olivier Giroud,"AC Milan,",36,", FW",13,769,2.9,0.3,0.4,2.2,6.87
Mohamed Camara,"Monaco,",22,", DMC",11,802,0.9,0.7,0,0.2,6.87
Sasa Kalajdzic,"VfB Stuttgart,",25,", FW",3,235,1.7,0,0.3,1.3,6.87
Aarón Martín,"Mainz 05,",25,", D(L),M(L)",15,1246,0.8,0.6,0.1,0.1,6.86
Nikola Milenkovic,"Fiorentina,",25,", D(CR)",11,836,0.5,0,0.2,0.4,6.86
Marquinhos,"Paris Saint-Germain,",28,", D(CR),DMC",14,1104,0.7,0,0.2,0.5,6.86
Benoît Badiashile,"Monaco,",21,", D(C)",11,839,0.5,0.2,0.1,0.2,6.86
Alexander Nübel,"Monaco,",26,", GK",15,1350,0,0,0,0,6.86
Gaëtan Laborde,"Rennes,",28,", AM(CLR),FW",4,251,2.8,0.3,0,2.5,6.86
Suat Serdar,"Hertha Berlin,",25,", M(CLR)",14,978,0.9,0.4,0,0.5,6.86
Oliver Baumann,"Hoffenheim,",32,", GK",15,1350,0,0,0,0,6.86
Marko Dmitrovic,"Sevilla,",30,", GK",3,225,0,0,0,0,6.86
Destiny Udogie,"Udinese,",20,", M(L)",11,964,0.7,0,0.3,0.5,6.86
Thiago,"Liverpool,",31,", M(C)",8,647,0.5,0.5,0,0,6.86
Chancel Mbemba,"Marseille,",28,", D(CLR),DMC",15,1306,0.7,0,0,0.7,6.86
Davide Frattesi,"Sassuolo,",23,", DMC",15,1221,2,0.2,0.1,1.7,6.86
Sofiane Diop,"Nice,",22,", AM(CLR)",7,455,1.6,0.9,0,0.7,6.86
Christian Nørgaard,"Brentford,",28,", D(C),DMC",5,340,1,0.4,0.2,0.4,6.86
Nicolò Casale,"Lazio,",24,", D(C)",8,687,0.4,0,0.1,0.3,6.86
Chimy Avila,"Osasuna,",28,", AM(LR),FW",13,846,2.3,1.1,0.1,1.2,6.86
Umar Sadiq,"Almeria,",25,", FW",3,242,2.3,0.3,0.3,1.7,6.85
Cenk Özkacar,"Valencia,",22,", D(C)",3,237,0,0,0,0,6.85
Dani Vivian,"Athletic Bilbao,",23,", D(C)",8,634,0.6,0,0.1,0.5,6.85
Deiver Machado,"Lens,",29,", M(L)",13,1014,0.5,0.2,0.1,0.2,6.85
Julian Ryerson,"Union Berlin,",25,", D(R),M(CLR)",13,1042,1.2,0.8,0,0.4,6.85
Joe Willock,"Newcastle,",23,", M(C)",15,1121,1.7,0.5,0.1,1.1,6.85
Alexander Djiku,"Strasbourg,",28,", D(CR),DMC",14,1181,0.7,0.2,0.1,0.4,6.85
Timothy Castagne,"Leicester,",27,", D(CLR),M(LR)",14,1192,0.6,0,0.4,0.2,6.85
Hamza Sakhi,"Auxerre,",26,", AM(C)",15,1199,1.4,0.9,0,0.5,6.85
Gerard Piqué,"Barcelona,",35,", D(C)",7,383,0.4,0,0.1,0.3,6.85
Nick Pope,"Newcastle,",30,", GK",15,1350,0,0,0,0,6.85
Ismaily,"Lille,",32,", D(L)",12,968,0.8,0.3,0,0.6,6.85
Mason Holgate,"Everton,",26,", D(CR),DMC,M(R)",4,320,0.8,0.3,0,0.5,6.85
Christopher Lenz,"Eintracht Frankfurt,",28,", D(L),M(L)",9,469,0.7,0.3,0,0.3,6.84
Kingsley Coman,"Bayern Munich,",26,", M(LR),FW",9,529,1.6,0.6,0.1,0.9,6.84
Gorka Guruzeta,"Athletic Bilbao,",26,", Forward",7,198,1.9,0.3,0.3,1.3,6.84
André Almeida,"Valencia,",22,", M(C)",11,708,0.7,0.6,0,0.1,6.84
Eric Bailly,"Marseille,",28,", D(CR)",4,211,0.3,0,0,0.3,6.84
Kevin Volland,"Monaco,",30,", AM(CLR),FW",6,284,1.7,0.2,0,1.5,6.84
Lewis Hall,"Chelsea,",18,", Midfielder",1,73,0,0,0,0,6.84
Ademola Lookman,"Atalanta,",25,", AM(CLR),FW",15,864,1.6,0.3,0.2,1.1,6.84
Exequiel Palacios,"Bayer Leverkusen,",24,", M(C)",10,567,0.7,0.6,0,0.1,6.84
El Bilal Touré,"Almeria,",21,", FW",8,575,1.5,0,0.3,1.3,6.84
Nicolas Höfler,"Freiburg,",32,", D(C),DMC",15,1296,0.5,0.1,0.1,0.3,6.84
Wladimiro Falcone,"Lecce,",27,", GK",15,1350,0,0,0,0,6.84
Neto Borges,"Clermont Foot,",26,", D(L),M(L)",12,994,0.9,0.3,0.1,0.5,6.84
Simone Bastoni,"Spezia,",26,", D(L),DMC,M(L)",11,811,1.5,1.1,0.1,0.4,6.84
Sandro Tonali,"AC Milan,",22,", DMC",13,1030,1.3,0.8,0,0.5,6.84
Carlos Augusto,"Monza,",23,", D(L),M(L)",14,1222,1.3,0.4,0.1,0.8,6.84
Junior Messias,"AC Milan,",31,", AM(CR),FW",11,717,1.4,0.3,0,1.1,6.83
Marcos Llorente,"Atletico Madrid,",27,", D(R),M(CR),FW",8,664,1,0.4,0,0.6,6.83
James Ward-Prowse,"Southampton,",28,", M(CR)",15,1350,0.8,0.7,0,0.1,6.83
Bryan Cristante,"Roma,",27,", D(C),M(C)",15,1241,0.9,0.5,0.2,0.2,6.83
Christian Kouamé,"Fiorentina,",25,", AM(LR),FW",14,1012,1.6,0.4,0.1,1.1,6.83
Mason Mount,"Chelsea,",23,", M(CLR)",14,1038,1.6,0.5,0.1,1,6.83
Franck Honorat,"Brest,",26,", M(LR),FW",15,1166,1.3,0.5,0.1,0.7,6.83
William Saliba,"Arsenal,",21,", D(C)",14,1246,0.2,0,0.1,0.1,6.83
Dani Olmo,"RB Leipzig,",24,", AM(CLR),FW",10,534,1.6,1,0.1,0.5,6.83
Dominic Solanke,"Bournemouth,",25,", FW",13,1078,1.9,0.5,0.2,1.3,6.83
Kevin Gameiro,"Strasbourg,",35,", FW",15,1068,1.7,0.2,0.3,1.2,6.83
Moi Gómez,"Osasuna,",28,", M(CLR)",14,1147,0.7,0.4,0,0.3,6.83
Ciprian Tatarusanu,"AC Milan,",36,", GK",8,720,0,0,0,0,6.83
Gabriel Strefezza,"Lecce,",25,", M(LR)",13,897,1.5,0.8,0,0.7,6.83
Raúl Albiol,"Villarreal,",37,", D(C)",13,1160,0.1,0.1,0,0,6.83
Théo Sainte-Luce,"Montpellier,",24,", D(L)",5,357,0.6,0.2,0,0.4,6.83
Junya Ito,"Reims,",29,", AM(LR),FW",12,915,1.3,0.2,0.2,0.9,6.83
Trent Alexander-Arnold,"Liverpool,",24,", D(R),M(R)",14,994,1,0.6,0.1,0.4,6.83
Jesper Lindstrøm,"Eintracht Frankfurt,",22,", AM(CR),FW",14,921,2.2,0.9,0,1.3,6.82
Manuel Neuer,"Bayern Munich,",36,", GK",12,1080,0.2,0,0,0.2,6.82
Philipp Hofmann,"Bochum,",29,", FW",15,1063,1.3,0.5,0.1,0.7,6.82
Marko Arnautovic,"Bologna,",33,", AM(CLR),FW",13,1106,1.8,0.4,0.4,1,6.82
Valentin Rongier,"Marseille,",28,", D(R),M(C)",14,1087,0.5,0.4,0,0.1,6.82
Luigi Sepe,"Salernitana,",31,", GK",15,1350,0,0,0,0,6.82
Ermedin Demirovic,"Augsburg,",24,", AM(L),FW",15,1152,2.2,0.5,0.5,1.3,6.82
Mahmoud Dahoud,"Borussia Dortmund,",26,", M(C)",3,184,1,1,0,0,6.82
Matthijs de Ligt,"Bayern Munich,",23,", D(C)",12,768,0.4,0.1,0.1,0.3,6.82
Romelu Lukaku,"Inter,",29,", AM(R),FW",4,248,1.8,0.3,0.5,1,6.82
Serge Aurier,"Nottingham Forest,",29,", D(CLR),M(R)",7,532,0,0,0,0,6.82
Edgar González,"Real Betis,",25,", D(C),DMC",11,844,0.2,0,0.1,0.1,6.82
Georginio Rutter,"Hoffenheim,",20,", FW",15,1010,1.8,0.5,0.1,1.3,6.82
Danilo Pereira,"Paris Saint-Germain,",31,", D(C),DMC",11,688,0.7,0.1,0.2,0.5,6.82
Mario Götze,"Eintracht Frankfurt,",30,", M(CLR),FW",15,1254,1,0.4,0,0.6,6.82
Jonathan Gradit,"Lens,",30,", D(CR)",10,799,0,0,0,0,6.82
Mërgim Berisha,"Augsburg,",24,", AM(C),FW",10,790,2.2,0.7,0.1,1.4,6.82
Wesley Fofana,"Leicester,",21,", D(C)",2,180,1,0,0,1,6.82
Morten Hjulmand,"Lecce,",23,", DMC",14,1175,0.4,0.3,0,0.1,6.81
Matteo Politano,"Napoli,",29,", AM(CLR),FW",14,607,1.4,0.3,0,1.1,6.81
Andriy Lunin,"Real Madrid,",23,", GK",4,360,0,0,0,0,6.81
Tammy Abraham,"Roma,",25,", FW",15,1049,2.3,0.2,0.5,1.7,6.81
Armel Bella-Kotchap,"Southampton,",20,", D(C)",11,906,0.9,0.3,0.3,0.4,6.81
Ridle Baku,"Wolfsburg,",24,", D(R),M(CR)",15,1282,1.1,0.6,0,0.5,6.81
Angeliño,"Hoffenheim,",25,", D(L),M(L)",14,1175,0.7,0.4,0,0.4,6.81
Sven Botman,"Newcastle,",22,", D(C)",13,1059,0.5,0,0,0.5,6.81
Etienne Capoue,"Villarreal,",34,", D(C),M(CL)",10,840,1,0.5,0.2,0.3,6.81
Marcos Alonso,"Barcelona,",31,", D(CL),M(L)",7,447,0,0,0,0,6.8
David Soria,"Getafe,",29,", GK",14,1260,0,0,0,0,6.8
Manu Koné,"Borussia M.Gladbach,",21,", DMC",14,1226,0.7,0.6,0,0.1,6.8
Rúben Dias,"Manchester City,",25,", D(C)",12,872,0.4,0,0,0.4,6.8
Nicolò Fagioli,"Juventus,",21,", Midfielder",7,327,0.7,0.4,0,0.3,6.8
Álex Sola,"Real Sociedad,",23,", D(R)",5,275,0.8,0.8,0,0,6.8
Anuar Tuhami,"Real Valladolid,",27,", AM(C)",3,212,1,0,0.3,0.7,6.8
Cristian Romero,"Tottenham,",24,", D(C)",8,658,0.6,0.1,0.1,0.4,6.8
Nicolò Rovella,"Monza,",21,", DMC",10,804,0.9,0.8,0,0.1,6.8
Marcus Rashford,"Manchester United,",25,", AM(CLR),FW",14,1130,2.3,0.5,0.3,1.5,6.8
William Carvalho,"Real Betis,",30,", DMC",13,931,0.9,0.2,0,0.8,6.8
Neco Williams,"Nottingham Forest,",21,", D(LR),M(LR)",15,1078,1.3,0.7,0.1,0.5,6.8
Boulaye Dia,"Salernitana,",26,", AM(R),FW",14,961,1.1,0.2,0.2,0.7,6.8
Anthony Martial,"Manchester United,",27,", AM(LR),FW",5,201,1,0.2,0.2,0.6,6.8
Folarin Balogun,"Reims,",21,", FW",15,1080,2.6,0.3,0.2,2.1,6.8
Andrew Robertson,"Liverpool,",28,", D(L),M(L)",12,864,0.4,0,0,0.4,6.79
Gédéon Kalulu,"Lorient,",25,", D(R)",12,1080,0.3,0.2,0,0.1,6.79
Marshall Munetsi,"Reims,",26,", D(C),DMC",12,905,1.8,0.8,0.2,0.8,6.79
Kalidou Koulibaly,"Chelsea,",31,", D(C)",9,744,0.8,0.1,0,0.7,6.79
Eray Cömert,"Valencia,",24,", D(C)",11,872,0.6,0.2,0,0.5,6.79
Kenny Tete,"Fulham,",27,", D(CR),M(R)",9,710,0.3,0.1,0,0.2,6.79
Mattia Perin,"Juventus,",30,", GK",7,587,0,0,0,0,6.79
Aaron Cresswell,"West Ham,",32,", D(CL),M(L)",14,1242,0.4,0.2,0,0.1,6.79
Luis Suárez,"Marseille,",25,", AM(L),FW",7,291,2.3,0.3,0.4,1.6,6.79
David López,"Girona,",33,", D(C),DMC",8,692,0.8,0,0.1,0.6,6.79
Michael Olise,"Crystal Palace,",20,", AM(CLR)",13,754,1.1,0.7,0.1,0.3,6.79
Ibrahima Konaté,"Liverpool,",23,", D(C)",2,111,0,0,0,0,6.79
Stijn Spierings,"Toulouse,",26,", M(C)",15,1350,0.9,0.6,0.1,0.3,6.78
Carlos Soler,"Paris Saint-Germain,",25,", M(CLR)",7,286,0.4,0,0.1,0.3,6.78
José Giménez,"Atletico Madrid,",27,", D(CR)",9,734,1.2,0.3,0,0.9,6.78
Lisandro Martínez,"Manchester United,",24,", D(CL),DMC",14,1206,0.2,0.1,0,0.1,6.78
Tomás Koubek,"Augsburg,",30,", GK",4,360,0,0,0,0,6.78
Virgil van Dijk,"Liverpool,",31,", D(C)",14,1260,1.1,0.1,0.1,1,6.78
Laurent Abergel,"Lorient,",29,", DMC",10,810,0.4,0.3,0,0.1,6.78
Rui Silva,"Real Betis,",28,", GK",12,1080,0,0,0,0,6.78
Stefan de Vrij,"Inter,",30,", D(C)",12,995,0.7,0,0,0.7,6.78
Anthony Rouault,"Toulouse,",21,", D(C)",15,1343,0.5,0,0.1,0.3,6.78
Che Adams,"Southampton,",26,", AM(CL),FW",14,1067,2.1,0.4,0.1,1.6,6.78
Ellyes Skhiri,"FC Koln,",27,", DMC",14,1260,1.1,0.5,0.3,0.3,6.78
Lukasz Fabianski,"West Ham,",37,", GK",15,1245,0,0,0,0,6.78
Fernando Martínez,"Almeria,",32,", GK",13,1170,0,0,0,0,6.78
Lukas Klostermann,"RB Leipzig,",26,", D(CLR),M(R)",1,90,4,0,1,3,6.78
Mouctar Diakhaby,"Valencia,",25,", D(C)",10,794,0.4,0,0.2,0.2,6.78
Harvey Barnes,"Leicester,",24,", AM(CL)",13,1091,2.5,0.6,0.2,1.7,6.78
Eric García,"Barcelona,",21,", D(C)",9,610,0.3,0,0.1,0.2,6.78
Salis Abdul Samed,"Lens,",22,", DMC",15,1350,0.4,0.3,0,0.1,6.78
Florian Niederlechner,"Augsburg,",32,", AM(CR),FW",14,912,2,0.5,0.2,1.3,6.78
Oriol Romeu,"Girona,",31,", DMC",11,990,1,0.5,0.1,0.5,6.78
Edinson Cavani,"Valencia,",35,", AM(LR),FW",7,437,2,0.4,0,1.6,6.77
Hamari Traoré,"Rennes,",30,", D(R),M(R)",14,1183,0.9,0.4,0.1,0.4,6.77
Noussair Mazraoui,"Bayern Munich,",25,", D(LR)",11,553,0.4,0.2,0,0.2,6.77
Leonardo Balerdi,"Marseille,",23,", D(C)",15,1203,0.1,0,0,0.1,6.77
Sergio Escudero,"Real Valladolid,",33,", D(L),M(L)",9,711,1.2,0.8,0,0.4,6.77
Cristian Volpato,"Roma,",19,", Midfielder",4,189,1,0.3,0,0.8,6.77
David García,"Osasuna,",28,", D(C)",12,1042,0.7,0,0.1,0.6,6.77
Loïs Openda,"Lens,",22,", FW",15,947,2.5,0.2,0.3,2,6.77
Leo Østigård,"Napoli,",23,", D(C)",4,219,0.5,0.3,0,0.3,6.77
Stefan Savic,"Atletico Madrid,",31,", D(C)",10,886,0,0,0,0,6.77
Álex Moreno,"Real Betis,",29,", D(L),M(L)",13,1170,0.8,0.2,0.2,0.5,6.77
Pasquale Mazzocchi,"Salernitana,",27,", D(R),M(LR)",15,1208,0.7,0.4,0,0.3,6.77
Ben Davies,"Tottenham,",29,", D(CL),M(L)",12,995,0.6,0.4,0.2,0,6.77
Karim Onisiwo,"Mainz 05,",30,", AM(LR),FW",15,1309,2.4,0.8,0.1,1.5,6.76
Felix Nmecha,"Wolfsburg,",22,", M(C)",13,665,1.2,0.2,0.2,0.8,6.76
Marius Wolf,"Borussia Dortmund,",27,", D(R),M(CLR)",10,516,1,0.4,0,0.6,6.76
Andreas Pereira,"Fulham,",26,", M(CLR)",15,1251,1.3,0.9,0,0.3,6.76
Sergio Ramos,"Paris Saint-Germain,",36,", D(CR)",13,1012,0.4,0.1,0.1,0.2,6.76
Jordan Veretout,"Marseille,",29,", M(C)",15,983,0.6,0.3,0,0.3,6.76
Eric Dier,"Tottenham,",28,", D(CR),DMC",15,1285,0.6,0.1,0.1,0.4,6.76
Dan Burn,"Newcastle,",30,", D(CL),M(L)",15,1227,0.6,0,0.1,0.5,6.76
Mohamed Simakan,"RB Leipzig,",22,", D(CR)",10,673,0.7,0.2,0.2,0.3,6.76
Gavi,"Barcelona,",18,", AM(CL)",14,803,0.4,0.1,0,0.2,6.76
Gregor Kobel,"Borussia Dortmund,",25,", GK",11,990,0,0,0,0,6.76
Gonzalo Plata,"Real Valladolid,",22,", AM(R)",10,594,1.1,0.4,0.2,0.5,6.75
Dante,"Nice,",39,", D(C)",14,1260,0.6,0.1,0.1,0.4,6.75
Denzel Dumfries,"Inter,",26,", D(R),M(R)",15,1085,1.3,0,0.2,1.1,6.75
Giovani Lo Celso,"Villarreal,",26,", M(CR),FW",8,529,1.6,0.8,0,0.9,6.75
Yunis Abdelhamid,"Reims,",35,", D(C)",15,1350,1,0.1,0.1,0.9,6.75
Hicham Boudaoui,"Nice,",23,", M(CR)",6,360,0.5,0.3,0,0.2,6.75
Vicente Guaita,"Crystal Palace,",35,", GK",14,1260,0,0,0,0,6.75
Johan Gastien,"Clermont Foot,",34,", DMC",14,1218,0.6,0.6,0,0.1,6.75
Diego Rico,"Real Sociedad,",29,", D(CL),M(L)",7,593,0.6,0.6,0,0,6.75
Mike Maignan,"AC Milan,",27,", GK",7,630,0,0,0,0,6.75
César Azpilicueta,"Chelsea,",33,", D(CLR),M(R)",11,672,0.3,0.2,0,0.1,6.75
Steve Mandanda,"Rennes,",37,", GK",13,1126,0,0,0,0,6.75
Lazar Samardzic,"Udinese,",20,", M(C)",14,523,1.1,0.6,0,0.4,6.75
Mario Lemina,"Nice,",29,", DMC",11,728,0.5,0.2,0,0.3,6.75
Alex Iwobi,"Everton,",26,", M(CLR)",15,1333,0.9,0.7,0,0.1,6.75
Dejan Ljubicic,"FC Koln,",25,", M(CR)",9,565,1.7,0.9,0.1,0.7,6.75
Lucas Rosa,"Real Valladolid,",22,", Defender",5,323,0.4,0.2,0,0.2,6.75
Jimmy Cabot,"Lens,",28,", M(LR)",11,508,0.5,0.2,0,0.3,6.75
Alexander Isak,"Real Sociedad,",23,", FW",2,154,1.5,0,0,1.5,6.74
Silas Mvumpa,"VfB Stuttgart,",24,", M(LR),FW",14,1051,1.6,0.2,0,1.4,6.74
Ante Rebic,"AC Milan,",29,", AM(CLR),FW",10,429,1.3,0.4,0,0.9,6.74
James Justin,"Leicester,",24,", D(CLR),M(LR)",14,1254,0.4,0.3,0,0.1,6.74
Óscar Trejo,"Rayo Vallecano,",34,", M(CLR),FW",12,849,0.8,0.2,0.1,0.5,6.74
Damián Suárez,"Getafe,",34,", D(R),M(R)",7,550,0.3,0.1,0,0.1,6.74
Azzedine Ounahi,"Angers,",22,", AM(CR)",14,1106,1.6,0.7,0.1,0.9,6.74
Iván Fresneda,"Real Valladolid,",18,", Defender",6,467,0,0,0,0,6.74
Facundo Medina,"Lens,",23,", D(CL)",14,1226,0.5,0,0.1,0.4,6.74
Gabriel Vidovic,"Bayern Munich,",19,", AM(L)",1,18,0,0,0,0,6.74
Ola Aina,"Torino,",26,", D(CLR),M(LR)",10,582,0.6,0.2,0,0.4,6.74
Alidu Seidu,"Clermont Foot,",22,", D(CR)",14,1215,0.3,0.3,0,0,6.74
Nemanja Gudelj,"Sevilla,",31,", D(C),M(C)",12,1036,1.5,1,0,0.5,6.74
Vanderson,"Monaco,",21,", D(R),M(R)",14,857,0.5,0.3,0.1,0.1,6.74
Cheick Oumar Doucouré,"Crystal Palace,",22,", DMC",12,970,0.8,0.8,0,0.1,6.74
Brice Samba,"Lens,",28,", GK",15,1350,0,0,0,0,6.74
Lewis Ferguson,"Bologna,",23,", M(C)",9,512,1,0.2,0.3,0.4,6.74
Martín Zubimendi,"Real Sociedad,",23,", DMC",14,1151,0.4,0.1,0.1,0.1,6.74
Pablo Marí,"Monza,",29,", D(C)",8,710,0.5,0.1,0.1,0.3,6.74
Emmanuel Agbadou,"Reims,",25,", D(C),DMC",12,970,0.8,0.3,0.2,0.4,6.74
Edu Expósito,"Espanyol,",26,", M(C)",13,781,0.8,0.8,0,0.1,6.74
Federico Baschirotto,"Lecce,",26,", D(C)",15,1350,0.6,0,0.2,0.4,6.73
Lars Stindl,"Borussia M.Gladbach,",34,", M(CLR),FW",11,685,1.2,0.7,0,0.5,6.73
Johann Lepenant,"Lyon,",20,", M(C)",12,833,0.8,0.8,0,0.1,6.73
Óscar Rodríguez,"Celta Vigo,",24,", AM(CLR)",13,1003,2,1.3,0,0.7,6.73
Farès Chaïbi,"Toulouse,",20,", Midfielder",13,835,1.5,0.5,0.2,0.9,6.73
Nicolás Domínguez,"Bologna,",24,", M(C)",13,971,1.2,1,0,0.2,6.73
Thierry Correia,"Valencia,",23,", D(R),M(R)",14,1214,0.3,0.1,0,0.1,6.73
Montassar Talbi,"Lorient,",24,", D(C)",15,1350,0.2,0,0,0.2,6.73
Bryan Mbeumo,"Brentford,",23,", AM(LR),FW",15,1134,1.9,0.5,0.2,1.1,6.73
Javi Galán,"Celta Vigo,",28,", D(L),M(L)",14,1256,0.4,0.1,0,0.2,6.73
Arkadiusz Milik,"Juventus,",28,", AM(C),FW",12,709,1.7,0.3,0.3,1.2,6.73
Mounaïm El Idrissy,"AC Ajaccio,",23,", FW",14,1065,1.8,0.2,0.1,1.5,6.73
Quentin Merlin,"Nantes,",20,", D(L),M(L)",13,1133,0.8,0.5,0,0.2,6.73
Philipp Lienhart,"Freiburg,",26,", D(C)",15,1348,0.3,0.1,0.1,0.1,6.73
Mohammed Salisu,"Southampton,",23,", D(CL)",14,1260,0.6,0.1,0,0.5,6.72
Nikola Vlasic,"Torino,",25,", AM(CLR),FW",15,1281,2.3,0.9,0.1,1.2,6.72
Takefusa Kubo,"Real Sociedad,",21,", AM(CLR),FW",12,850,1.8,0.8,0,1,6.72
