name,team,age,position,apps,minutesPlayed,shotsTotal,shotOboxTotal,shotSixYardBox,shotPenaltyArea,rating
Sergiño Dest,"AC Milan,",22,", D(LR),M(R)",5,187,0.2,0.2,0,0,6.4
Joakim Maehle,"Atalanta,",25,", D(LR),M(LR)",14,804,0.8,0.3,0.1,0.4,6.4
Gian Marco Ferrari,"Sassuolo,",30,", D(C)",14,1259,0.3,0.1,0.1,0.1,6.4
Adrien Thomasson,"Strasbourg,",28,", M(CLR)",13,758,1.2,0.2,0.2,0.9,6.4
Rick Karsdorp,"Roma,",27,", D(R),M(R)",9,550,0.1,0,0,0.1,6.4
Juan Larios,"Southampton,",18,", Defender",5,152,0,0,0,0,6.4
Mitchell van Bergen,"Reims,",23,", AM(LR),FW",12,420,1.2,0.4,0,0.8,6.4
Alexander Meyer,"Borussia Dortmund,",31,", GK",4,360,0,0,0,0,6.4
Clément Lenglet,"Tottenham,",27,", D(C)",8,573,0.8,0.3,0.1,0.4,6.4
Nathaniel Phillips,"Liverpool,",25,", D(C)",2,66,0.5,0,0,0.5,6.4
Mateo Kovacic,"Chelsea,",28,", M(CL)",11,634,0.7,0.7,0,0,6.39
Thomas Henry,"Verona,",28,", FW",15,1031,1.1,0.4,0.2,0.5,6.39
Jamie Bynoe-Gittens,"Borussia Dortmund,",18,", Forward",4,161,1,0.3,0,0.8,6.39
Cristiano Ronaldo,"Manchester United,",37,", M(L),FW",10,520,2.5,1.1,0,1.4,6.39
Lorenzo Venuti,"Fiorentina,",27,", D(CLR),M(LR)",6,350,0.7,0.5,0,0.2,6.39
Ben Godfrey,"Everton,",24,", D(CLR)",1,18,0,0,0,0,6.39
James Tomkins,"Crystal Palace,",33,", D(CR)",1,47,0,0,0,0,6.39
Nayef Aguerd,"West Ham,",26,", D(C)",1,76,1,0,0,1,6.39
Sergio Reguilón,"Atletico Madrid,",25,", D(L),M(L)",1,21,0,0,0,0,6.39
Joaquín Correa,"Inter,",28,", AM(CL),FW",13,332,0.7,0.1,0.1,0.5,6.39
Victor Chust,"Cadiz,",22,", D(C)",11,852,0.1,0,0.1,0,6.39
Matheus Henrique,"Sassuolo,",24,", M(C)",9,484,0.8,0.4,0,0.3,6.39
Akim Zedadka,"Lille,",27,", D(R)",8,353,0.4,0,0,0.4,6.39
Iza Carcelén,"Cadiz,",29,", D(R)",7,454,0.1,0.1,0,0,6.39
Manu Vallejo,"Girona,",25,", FW",7,203,0.1,0,0,0.1,6.39
Sanjin Prcic,"Strasbourg,",29,", M(C)",13,789,1.2,1.1,0,0.2,6.39
Rubén Vargas,"Augsburg,",24,", AM(CLR),FW",11,491,0.5,0.2,0,0.4,6.39
Rodrigo Riquelme,"Girona,",22,", AM(C)",13,798,1.8,1,0,0.8,6.39
Dani Ceballos,"Real Madrid,",26,", M(CL)",8,174,0.4,0.4,0,0,6.39
Jérémy Le Douaron,"Brest,",24,", AM(L),FW",11,521,1.7,0,0.2,1.5,6.39
Charles Pickel,"Cremonese,",25,", M(C)",14,1011,1.1,0.2,0.1,0.8,6.39
Sacha Delaye,"Montpellier,",20,", Forward",3,17,0.7,0.3,0,0.3,6.39
Nemanja Maksimovic,"Getafe,",27,", M(C)",12,718,0.3,0.2,0,0.2,6.39
Marlon Santos,"Monza,",27,", D(C)",11,826,0.3,0,0,0.3,6.39
Sofyan Amrabat,"Fiorentina,",26,", DMC",13,819,0.4,0.4,0,0,6.39
Michail Antonio,"West Ham,",32,", D(R),M(CLR),FW",14,605,1,0.1,0.1,0.8,6.39
Aïssa Mandi,"Villarreal,",31,", D(CLR)",7,258,0,0,0,0,6.38
Miguel Veloso,"Verona,",36,", M(C)",14,824,0.9,0.7,0,0.2,6.38
Gonçalo Guedes,"Wolverhampton,",26,", AM(CLR),FW",12,693,1.6,0.7,0,0.9,6.38
Harry Toffolo,"Nottingham Forest,",27,", D(L),M(L)",8,577,0.3,0,0,0.3,6.38
Leandro Paredes,"Juventus,",28,", DMC",9,385,0.7,0.7,0,0,6.38
Hakim Ziyech,"Chelsea,",29,", M(CLR)",5,148,0.6,0.4,0,0.2,6.38
Enock Mwepu,"Brighton,",24,", M(CR)",6,211,0.3,0.2,0,0.2,6.38
Thomas Delaine,"Strasbourg,",30,", D(L),M(LR)",12,714,0.3,0.2,0,0.1,6.38
Alexandre Coeff,"Auxerre,",30,", D(CR)",7,583,0.1,0,0,0.1,6.38
Elvis Rexhbecaj,"Augsburg,",25,", M(C)",14,1223,0.5,0.4,0,0.1,6.38
Maxime Busi,"Reims,",23,", D(R),M(R)",7,509,0.3,0.1,0,0.1,6.38
Filippo Terracciano,"Verona,",19,", Midfielder",8,463,0.4,0.3,0,0.1,6.38
Hugo Novoa,"RB Leipzig,",19,", Forward",7,182,0.4,0,0,0.4,6.38
Íñigo Eguaras,"Almeria,",30,", M(C)",11,495,0.4,0.1,0,0.3,6.38
David Zima,"Torino,",22,", D(C)",7,320,0.3,0,0.1,0.1,6.38
Matis Carvalho,"Montpellier,",23,", Goalkeeper",2,134,0,0,0,0,6.38
Rodri,"Real Betis,",22,", AM(LR)",11,704,0.5,0,0.1,0.4,6.38
Duje Caleta-Car,"Southampton,",26,", D(C)",7,485,0.3,0,0,0.3,6.38
Joseba Zaldúa,"Cadiz,",30,", D(R)",10,640,0.1,0.1,0,0,6.38
Lee Buchanan,"Werder Bremen,",21,", D(L),M(L)",9,217,0.4,0.2,0,0.2,6.38
Sergi Gómez,"Espanyol,",30,", D(CR)",11,895,0.2,0,0.1,0.1,6.38
Thilo Kehrer,"West Ham,",26,", D(CLR),M(R)",13,1170,0.4,0.2,0,0.2,6.38
Alexis Claude-Maurice,"Lens,",24,", AM(CL)",9,213,0.6,0.3,0,0.2,6.38
Fred,"Manchester United,",29,", M(C)",11,394,1.3,0.6,0,0.6,6.38
Daniel-Kofi Kyereh,"Freiburg,",26,", AM(CLR),FW",9,432,1,0.4,0.2,0.3,6.38
Brayann Pereira,"Auxerre,",19,", Defender",2,180,0,0,0,0,6.38
Jan Bednarek,"Aston Villa,",26,", D(C)",2,88,0,0,0,0,6.38
Josko Gvardiol,"RB Leipzig,",20,", D(CL)",13,765,0.5,0.1,0.1,0.3,6.37
Nicolò Cambiaghi,"Empoli,",21,", Forward",9,247,0.7,0.1,0,0.6,6.37
Riccardo Saponara,"Fiorentina,",30,", AM(CL)",12,445,1.1,0.7,0,0.4,6.37
Wout Faes,"Reims,",24,", D(C)",3,270,0,0,0,0,6.37
Gianluca Caprari,"Monza,",29,", AM(CLR),FW",15,971,1.6,0.6,0,1,6.37
Philippe Coutinho,"Aston Villa,",30,", M(CLR)",12,570,1.3,0.7,0.1,0.6,6.37
Falaye Sacko,"Montpellier,",27,", D(CR),M(R)",12,882,0.3,0.1,0.1,0.1,6.37
Giovanni Simeone,"Napoli,",27,", AM(R),FW",8,142,0.5,0.1,0.1,0.3,6.37
Jeison Murillo,"Sampdoria,",30,", D(C)",9,638,0.1,0.1,0,0,6.37
Alex Ferrari,"Sampdoria,",28,", D(CR)",12,869,0.4,0.2,0,0.3,6.37
Lucas Boyé,"Elche,",26,", AM(L),FW",12,736,0.8,0.3,0.1,0.4,6.37
Jamie Leweling,"Union Berlin,",21,", AM(R),FW",6,111,0.8,0,0,0.8,6.37
Johan Vásquez,"Cremonese,",24,", D(CL)",7,355,0.3,0,0,0.3,6.37
Malang Sarr,"Monaco,",23,", D(CL)",6,242,0,0,0,0,6.37
Pablo Barrios,"Atletico Madrid,",19,", Midfielder",1,19,1,1,0,0,6.37
Pablo Marín,"Real Sociedad,",19,", Midfielder",3,105,1.7,0.3,0,1.3,6.37
Tommaso Pobega,"AC Milan,",23,", M(C)",9,444,0.8,0.3,0,0.4,6.37
Steve Cook,"Nottingham Forest,",31,", D(C)",12,959,0.3,0,0,0.3,6.37
Dani García,"Athletic Bilbao,",32,", DMC",8,363,0.1,0.1,0,0,6.37
Alberto Moreno,"Villarreal,",30,", D(L),M(L)",6,368,0.5,0.2,0,0.3,6.37
Luis Pérez,"Real Valladolid,",27,", D(R)",5,388,0,0,0,0,6.37
Clément Vidal,"AC Ajaccio,",22,", D(C)",9,574,0.7,0,0.1,0.6,6.37
Enzo Tchato Mbiayi,"Montpellier,",20,", D(R)",12,690,0.3,0.1,0,0.2,6.37
Grejohn Kyei,"Clermont Foot,",27,", FW",14,596,1,0.2,0.4,0.4,6.37
Matías Viña,"Roma,",25,", D(L),M(L)",3,55,0,0,0,0,6.37
Siriné Doucouré,"Lorient,",20,", Forward",3,27,0.7,0.3,0,0.3,6.37
Mathieu Coutadeur,"AC Ajaccio,",36,", M(C)",12,805,0.2,0.2,0,0,6.37
Florian Flick,"Schalke 04,",22,", DMC",8,511,0.3,0.1,0,0.1,6.37
Ilia Gruev,"Werder Bremen,",22,", DMC",13,718,0.2,0.1,0,0.1,6.37
Kevin Trapp,"Eintracht Frankfurt,",32,", GK",15,1350,0,0,0,0,6.37
Cristian Gamboa,"Bochum,",33,", D(R),M(R)",15,1279,0.5,0.5,0,0,6.37
Nicolas Haas,"Empoli,",26,", M(C)",12,748,0.5,0.2,0.2,0.2,6.37
Samuel Iling-Junior,"Juventus,",19,", Forward",2,23,0,0,0,0,6.37
Mahdi Camara,"Brest,",24,", D(CR),DMC",10,585,0.6,0.2,0,0.4,6.36
Romain Hamouma,"AC Ajaccio,",35,", M(CLR),FW",10,598,1.1,0.4,0.2,0.5,6.36
Mehdi Léris,"Sampdoria,",24,", M(CLR)",13,850,0.8,0,0.1,0.7,6.36
Demba Seck,"Torino,",21,", Forward",6,223,0.8,0.3,0,0.5,6.36
Gonzalo Verdú,"Elche,",34,", D(C)",6,389,0.8,0.2,0,0.7,6.36
Isaac Success,"Udinese,",26,", AM(LR),FW",15,760,0.7,0.3,0.1,0.3,6.36
Mikel Balenziaga,"Athletic Bilbao,",34,", D(L)",1,45,0,0,0,0,6.36
Tanguy Coulibaly,"VfB Stuttgart,",21,", M(CLR),FW",1,23,0,0,0,0,6.36
Leandro Barreiro,"Mainz 05,",22,", DMC",13,666,0.7,0.1,0,0.6,6.36
Agustín Rogel,"Hertha Berlin,",25,", D(C)",8,675,0.3,0,0.1,0.1,6.36
Ross Barkley,"Nice,",29,", M(CLR)",8,360,1.5,0.9,0.4,0.3,6.36
Juan Cruz,"Osasuna,",30,", D(CL)",13,1004,0.1,0,0,0.1,6.36
Largie Ramazani,"Almeria,",21,", FW",14,800,1.6,0.7,0,0.9,6.36
Paul Seguin,"Union Berlin,",27,", D(R),DMC",8,255,0.3,0.3,0,0,6.36
Juan Cruz,"Real Betis,",22,", Midfielder",5,171,1,0.2,0,0.8,6.36
Renan Lodi,"Nottingham Forest,",24,", D(L),M(L)",7,507,0.6,0.1,0.1,0.3,6.36
Martin Hongla,"Verona,",24,", D(C),DMC",9,524,0.6,0.6,0,0,6.36
Aritz Elustondo,"Real Sociedad,",28,", D(CR)",11,619,0.4,0.1,0.1,0.2,6.36
Lewis O'Brien,"Nottingham Forest,",24,", D(L),M(CL)",11,524,0.6,0.5,0,0.1,6.35
Maghnes Akliouche,"Monaco,",20,", Midfielder",6,249,0.2,0,0,0.2,6.35
Stanley Nsoki,"Hoffenheim,",23,", D(CL)",9,644,0.2,0.2,0,0,6.35
Levi Colwill,"Brighton,",19,", D(C)",3,102,0.3,0,0,0.3,6.35
Sepp van den Berg,"Schalke 04,",20,", D(CR),M(R)",4,323,0.8,0,0.3,0.5,6.35
Raúl García,"Athletic Bilbao,",36,", M(CLR),FW",13,348,1.8,0.5,0,1.3,6.35
Adam Armstrong,"Southampton,",25,", AM(CLR),FW",14,879,1.1,0.4,0,0.7,6.35
Jamie Vardy,"Leicester,",35,", AM(L),FW",15,750,0.8,0.1,0,0.7,6.35
Amine Gouiri,"Nice,",22,", AM(L),FW",3,228,1.7,0.3,0.3,1,6.35
Thomas Foket,"Reims,",28,", D(R),M(R)",1,13,0,0,0,0,6.35
Gauthier Gallon,"Troyes,",29,", GK",12,1080,0,0,0,0,6.35
Jean-Paul Boëtius,"Hertha Berlin,",28,", AM(CL),FW",11,572,0.4,0.2,0,0.2,6.35
Arnaud Souquet,"Montpellier,",30,", D(CR),M(R)",10,339,0.1,0,0,0.1,6.35
Remo Freuler,"Nottingham Forest,",30,", DMC",11,834,0.3,0.2,0,0.1,6.35
Reinier,"Girona,",20,", AM(C)",7,311,0.6,0,0.1,0.4,6.35
Henrique,"Lyon,",28,", D(L),M(L)",3,127,0.3,0.3,0,0,6.35
Kike García,"Osasuna,",33,", FW",14,419,1.4,0.4,0.1,0.9,6.35
Pedro Bigas,"Elche,",32,", D(CL)",13,972,0.5,0.2,0.1,0.2,6.35
Adam Ounas,"Napoli,",26,", AM(CLR),FW",2,13,0.5,0.5,0,0,6.35
Adama Soumaoro,"Bologna,",30,", D(CR)",10,786,0.2,0,0,0.2,6.35
Rémy Descamps,"Nantes,",26,", GK",2,91,0,0,0,0,6.35
Rober,"Real Betis,",21,", Midfielder",2,52,0,0,0,0,6.35
Gelson Martins,"Monaco,",27,", M(LR)",4,109,1.3,0.5,0.3,0.5,6.35
Lukasz Poreba,"Lens,",22,", Midfielder",4,205,0.8,0.5,0.3,0,6.35
Denis Huseinbasic,"FC Koln,",21,", Midfielder",9,372,0.8,0.1,0.1,0.6,6.34
Mattia Caldara,"Spezia,",28,", D(C)",9,598,0.7,0,0.2,0.4,6.34
Fabio Miretti,"Juventus,",19,", AM(C)",13,621,1.1,0.4,0,0.7,6.34
Antonín Barak,"Fiorentina,",28,", AM(CR)",12,705,0.8,0.3,0,0.5,6.34
Diego González,"Elche,",27,", D(CL)",6,325,0.3,0,0.2,0.2,6.34
Tolgay Arslan,"Udinese,",32,", M(C)",14,507,0.6,0.4,0.1,0.2,6.34
Riad Nouri,"AC Ajaccio,",37,", Midfielder",14,726,0.7,0.1,0.1,0.6,6.34
Alberto Perea,"Cadiz,",31,", AM(LR)",1,46,0,0,0,0,6.34
Felix Passlack,"Borussia Dortmund,",24,", D(LR),M(CR)",2,47,0,0,0,0,6.34
Mattia De Sciglio,"Juventus,",30,", D(CLR),M(LR)",8,460,0.4,0.4,0,0,6.34
Raúl Jiménez,"Wolverhampton,",31,", FW",3,211,2.3,0,0.3,2,6.34
Samú Costa,"Almeria,",22,", M(C)",11,766,0.5,0.5,0,0,6.34
Anthony Elanga,"Manchester United,",20,", AM(LR)",10,371,0.7,0,0.1,0.6,6.34
Yasser Larouci,"Troyes,",21,", D(L)",13,750,0.2,0.2,0,0.1,6.34
Pierrick Capelle,"Angers,",35,", D(L),M(CLR)",12,577,0.8,0.3,0,0.4,6.34
Amine Adli,"Bayer Leverkusen,",22,", AM(CL),FW",8,354,0.6,0,0,0.6,6.34
Dennis Appiah,"Nantes,",30,", D(CLR),M(R)",15,796,0.3,0.2,0,0.1,6.34
Ángel Di María,"Juventus,",34,", M(CLR),FW",7,246,0.7,0.1,0,0.6,6.34
Giulio Maggiore,"Salernitana,",24,", M(C)",10,659,0.4,0.2,0,0.2,6.34
Jacob Murphy,"Newcastle,",27,", D(R),M(LR)",15,487,0.8,0.2,0,0.6,6.34
Ainsley Maitland-Niles,"Southampton,",25,", D(LR),M(CLR)",7,413,0,0,0,0,6.34
Mads Roerslev,"Brentford,",23,", D(R),M(R)",7,432,0.1,0,0,0.1,6.34
Habib Diarra,"Strasbourg,",18,", M(C)",9,437,0.7,0.4,0,0.2,6.34
Adnan Januzaj,"Sevilla,",27,", AM(CLR)",2,47,0,0,0,0,6.34
Zouhair Feddal,"Real Valladolid,",32,", D(C)",7,349,0.1,0,0.1,0,6.33
Pablo Rosario,"Nice,",25,", D(C),DMC",10,673,0.3,0.1,0,0.2,6.33
Hugo Mallo,"Celta Vigo,",31,", D(CR),M(R)",11,878,0.7,0.1,0.2,0.5,6.33
Juanpe,"Girona,",31,", D(C)",7,616,0.1,0,0,0.1,6.33
Kevin Schade,"Freiburg,",21,", AM(R)",8,175,0.5,0,0,0.5,6.33
Jeong Woo-Yeong,"Freiburg,",23,", AM(CR),FW",13,463,0.5,0.2,0,0.4,6.33
Sergio Gómez,"Manchester City,",22,", D(L)",5,106,0.4,0,0,0.4,6.33
Diego Coppola,"Verona,",18,", D(C)",6,496,0.3,0,0,0.3,6.33
Kaiky,"Almeria,",18,", D(C)",8,486,0.1,0,0,0.1,6.33
Giulio Donati,"Monza,",32,", D(LR),M(R)",4,212,0.3,0.3,0,0,6.33
Nedim Bajrami,"Empoli,",23,", AM(C)",15,807,1.3,0.9,0,0.3,6.33
Soualiho Meïté,"Cremonese,",28,", M(C)",10,694,0.6,0.3,0,0.3,6.33
Josip Brekalo,"Wolfsburg,",24,", AM(CLR),FW",6,271,0.3,0.2,0,0.2,6.33
Lorenzo Colombo,"Lecce,",20,", FW",13,468,1.2,0.3,0,0.9,6.33
Marcos André,"Valencia,",26,", FW",11,366,1.4,0.3,0.1,1,6.33
Rui Patrício,"Roma,",34,", GK",15,1350,0,0,0,0,6.33
Riccardo Orsolini,"Bologna,",25,", M(CR),FW",12,619,1.9,1,0.1,0.8,6.33
Odilon Kossounou,"Bayer Leverkusen,",21,", D(CR)",11,516,0.1,0.1,0,0,6.33
Sékou Mara,"Southampton,",20,", FW",9,209,1.2,0.2,0,1,6.33
Sargis Adamyan,"FC Koln,",29,", AM(CLR),FW",14,430,1.1,0.1,0.2,0.8,6.33
Joël Matip,"Liverpool,",31,", D(C)",4,259,0,0,0,0,6.33
Luis Hernández,"Cadiz,",33,", D(CR)",12,1080,0.3,0,0,0.3,6.33
Ilaix Moriba,"Valencia,",19,", M(C)",6,335,1.3,0.7,0,0.7,6.33
Juan Carlos Martín,"Girona,",34,", GK",10,900,0,0,0,0,6.33
Dominick Drexler,"Schalke 04,",32,", AM(CLR)",12,736,0.8,0.1,0.1,0.6,6.33
Morten Thorsby,"Union Berlin,",26,", M(CLR)",11,431,0.6,0,0.1,0.5,6.33
Luke Thomas,"Leicester,",21,", D(L),M(L)",4,272,0,0,0,0,6.33
Willy Boly,"Nottingham Forest,",31,", D(C)",2,153,0.5,0.5,0,0,6.32
Atakan Karazor,"VfB Stuttgart,",26,", D(C),DMC",12,482,0.2,0.1,0.1,0,6.32
Florian Müller,"VfB Stuttgart,",25,", GK",15,1350,0,0,0,0,6.32
Jerdy Schouten,"Bologna,",25,", DMC",11,856,0.2,0.2,0,0,6.32
Giuseppe Pezzella,"Lecce,",25,", D(L),M(L)",6,437,0,0,0,0,6.32
Reece Oxford,"Augsburg,",23,", D(C),DMC",3,93,0,0,0,0,6.32
Simon Zoller,"Bochum,",31,", AM(LR),FW",14,987,1.8,0.3,0.1,1.4,6.32
Valère Germain,"Montpellier,",32,", AM(CLR),FW",13,287,0.7,0,0.2,0.5,6.32
Andoni Gorosabel,"Real Sociedad,",26,", D(R)",11,716,0.5,0.4,0,0.2,6.32
Ismaël Doukouré,"Strasbourg,",19,", Defender",6,409,0,0,0,0,6.32
Remi Oudin,"Lecce,",26,", M(CLR),FW",9,210,0.8,0.6,0,0.2,6.32
Elliot Anderson,"Newcastle,",20,", AM(CL)",7,96,0.6,0,0.1,0.4,6.32
Raphael Framberger,"Augsburg,",27,", D(R),M(R)",3,177,0,0,0,0,6.32
Rubén Blanco,"Marseille,",27,", GK",3,270,0,0,0,0,6.32
Joan Jordán,"Sevilla,",28,", M(C)",10,687,0.6,0.4,0,0.2,6.32
Alex Král,"Schalke 04,",24,", DMC",12,905,0.7,0.5,0,0.2,6.32
Pierre-Emerick Aubameyang,"Chelsea,",33,", M(CLR),FW",6,307,1,0.3,0,0.7,6.32
Federico Bonazzoli,"Salernitana,",25,", AM(C),FW",14,735,1.6,0.6,0.1,0.9,6.32
Frank Onyeka,"Brentford,",24,", DMC",12,439,0.3,0,0,0.3,6.32
Augusto Solari,"Celta Vigo,",30,", AM(CR)",6,187,0.2,0.2,0,0,6.32
Dan-Axel Zagadou,"VfB Stuttgart,",23,", D(CL)",6,441,1,0.2,0.3,0.5,6.32
José Morales,"Villarreal,",35,", D(R),M(CLR),FW",13,421,1,0.2,0.1,0.8,6.32
Daley Sinkgraven,"Bayer Leverkusen,",27,", D(L),M(CL)",5,176,0.6,0.2,0,0.4,6.32
Nikola Soldo,"FC Koln,",21,", Defender",5,412,1.2,0.2,0,1,6.32
Iago,"Augsburg,",25,", D(L),M(L)",13,1093,0.5,0.2,0,0.4,6.32
Benjamin Leroy,"AC Ajaccio,",33,", GK",14,1179,0,0,0,0,6.32
Danilo D'Ambrosio,"Inter,",34,", D(CLR),M(LR)",4,105,0,0,0,0,6.32
Kasper Dolberg,"Sevilla,",25,", FW",4,198,0.5,0,0,0.5,6.32
Keven Schlotterbeck,"Freiburg,",25,", D(C)",2,12,0,0,0,0,6.32
Wilfred Ndidi,"Leicester,",25,", D(C),DMC",10,637,0.2,0.2,0,0,6.32
Toni Villa,"Girona,",27,", AM(CL)",10,286,0.9,0.8,0,0.1,6.31
Javier Puado,"Espanyol,",24,", AM(LR),FW",13,751,1.5,0.2,0.1,1.3,6.31
Iddrisu Baba,"Mallorca,",26,", DMC",11,547,0.1,0.1,0,0,6.31
Angelo Stiller,"Hoffenheim,",21,", DMC",10,235,0.2,0.2,0,0,6.31
Karim Rekik,"Sevilla,",28,", D(CL)",7,425,0.7,0,0,0.7,6.31
Pavel Kaderábek,"Hoffenheim,",30,", D(R),M(LR)",13,596,0.2,0,0.1,0.1,6.31
Pascal Stenzel,"VfB Stuttgart,",26,", D(CR),M(R)",9,224,0.2,0.1,0,0.1,6.31
Scott McKenna,"Nottingham Forest,",26,", D(C)",14,1260,0.1,0,0,0.1,6.31
Kevin Kampl,"RB Leipzig,",32,", M(CLR)",15,722,0.3,0.3,0,0,6.31
Rasmus Højlund,"Atalanta,",19,", Forward",11,433,1.1,0,0,1.1,6.31
Luka Milivojevic,"Crystal Palace,",31,", DMC",9,274,0.6,0.6,0,0,6.31
Kelvin Amian,"Spezia,",24,", D(CLR),M(R)",8,420,0.6,0.4,0,0.3,6.31
Alessandro Zanoli,"Napoli,",22,", D(R)",1,11,1,0,0,1,6.31
Borja Mayoral,"Getafe,",25,", FW",14,1116,1.2,0.1,0.1,1,6.31
Yerry Mina,"Everton,",28,", D(C)",1,70,0,0,0,0,6.31
Davie Selke,"Hertha Berlin,",27,", FW",13,276,0.5,0.1,0.1,0.3,6.31
Nélson Semedo,"Wolverhampton,",29,", D(LR),M(R)",13,679,0.1,0.1,0,0,6.31
Samuel Moutoussamy,"Nantes,",26,", M(CL)",13,832,1.1,0.4,0,0.7,6.31
Théo Bongonda,"Cadiz,",27,", AM(LR)",9,447,0.8,0.2,0,0.6,6.31
Enzo Ebosse,"Udinese,",23,", D(C)",13,760,0.2,0.2,0,0,6.31
Lázaro,"Almeria,",20,", FW",6,205,0.3,0,0,0.3,6.31
Mattia Valoti,"Monza,",29,", AM(CL)",5,220,0.2,0,0,0.2,6.31
Roberto Gagliardini,"Inter,",28,", DMC",5,176,1,0.4,0,0.6,6.31
Papu Gómez,"Sevilla,",34,", M(CLR),FW",12,647,1.3,0.8,0.1,0.4,6.31
Amadou Haidara,"RB Leipzig,",24,", M(CLR)",13,465,0.8,0.5,0,0.2,6.31
Shandon Baptiste,"Brentford,",24,", AM(C)",12,428,0.2,0,0,0.2,6.31
Leander Dendoncker,"Aston Villa,",27,", D(C),M(C)",8,298,0.1,0.1,0,0,6.31
Bonke Innocent,"Lorient,",26,", DMC",13,612,0.2,0.1,0,0.1,6.31
Agustín Álvarez Martínez,"Sassuolo,",21,", Forward",10,163,1.1,0.3,0,0.8,6.31
José Carlos Lazo,"Espanyol,",26,", Midfielder",7,110,0.6,0.3,0,0.3,6.31
Marko Pjaca,"Empoli,",27,", AM(CL),FW",7,351,1.6,0.7,0,0.9,6.31
Milan Djuric,"Verona,",32,", FW",11,277,0.3,0,0.1,0.2,6.3
Florian Dietz,"FC Koln,",24,", Forward",11,394,1.5,0.2,0.3,1.1,6.3
Gumbau,"Elche,",27,", DMC",13,834,0.6,0.5,0,0.1,6.3
Jordi Osei-Tutu,"Bochum,",24,", D(R),M(LR)",13,495,0.7,0.3,0,0.4,6.3
Alfred Duncan,"Fiorentina,",29,", DMC",9,285,0.1,0,0,0.1,6.3
Óscar Mingueza,"Celta Vigo,",23,", D(CR)",10,475,0.3,0,0.1,0.2,6.3
Ronaldo Vieira,"Sampdoria,",24,", DMC",11,531,0.2,0.2,0,0,6.3
Adil Rami,"Troyes,",36,", D(C)",7,537,0.6,0.4,0.1,0,6.3
Ludwig Augustinsson,"Aston Villa,",28,", D(L),M(L)",2,57,0,0,0,0,6.3
Sebastian Polter,"Schalke 04,",31,", AM(R),FW",14,458,0.4,0,0,0.4,6.3
Filip Uremovic,"Hertha Berlin,",25,", D(CR)",7,558,0.3,0,0.1,0.1,6.3
Pawel Dawidowicz,"Verona,",27,", D(C)",7,475,1,0,0.3,0.7,6.3
Islam Slimani,"Brest,",34,", FW",11,837,1.2,0.1,0.1,1,6.3
Sven Michel,"Union Berlin,",32,", AM(L),FW",11,220,0.5,0.2,0,0.4,6.3
Juan Cala,"Cadiz,",33,", D(C)",3,137,0.3,0,0,0.3,6.3
Max Kruse,"Wolfsburg,",34,", M(CLR),FW",5,270,1.8,0.2,0,1.6,6.3
Lucas Ocampos,"Sevilla,",28,", M(CLR),FW",3,132,0.3,0,0,0.3,6.29
Lebo Mothiba,"Strasbourg,",26,", FW",7,151,0.6,0.1,0.1,0.3,6.29
Jacopo Fazzini,"Empoli,",19,", Midfielder",7,134,0.3,0.1,0,0.1,6.29
Luke Ayling,"Leeds,",31,", D(CR),M(R)",7,154,0.4,0.1,0,0.3,6.29
Boubacar Traoré,"Wolverhampton,",21,", M(C)",8,382,0.4,0.4,0,0,6.29
Andrés Guardado,"Real Betis,",36,", D(L),M(CL)",8,302,0.1,0.1,0,0,6.29
Mauro Arambarri,"Getafe,",27,", DMC",6,513,0.8,0.8,0,0,6.29
Sebastian Rudy,"Hoffenheim,",32,", D(R),M(CR)",10,243,0,0,0,0,6.29
Fran Beltrán,"Celta Vigo,",23,", DMC",14,1126,0.8,0.7,0,0.1,6.29
Emil Ceïde,"Sassuolo,",21,", Forward",8,258,0.3,0,0,0.3,6.29
Jack Stephens,"Bournemouth,",28,", D(CR)",3,92,0,0,0,0,6.29
Jaime Báez,"Cremonese,",27,", Forward",2,96,1,0.5,0,0.5,6.29
Iván Alejo,"Cadiz,",27,", AM(R)",12,660,0.7,0.4,0.1,0.2,6.29
Carlos Fernández,"Real Sociedad,",26,", AM(C),FW",7,233,1,0.4,0.1,0.4,6.29
Matìas Soulé,"Juventus,",19,", Midfielder",5,117,0.2,0,0,0.2,6.29
Tanguy Nianzou,"Sevilla,",20,", D(C)",10,643,0.3,0,0.1,0.2,6.29
Farid El Melali,"Angers,",25,", AM(R)",5,190,0.4,0.2,0,0.2,6.29
Federico Di Francesco,"Lecce,",28,", M(LR),FW",15,654,0.6,0.3,0,0.3,6.29
Mitchel Bakker,"Bayer Leverkusen,",22,", D(L),M(L)",13,765,0.5,0.4,0.1,0.1,6.29
Omar Mascarell,"Elche,",29,", DMC",12,1016,0.2,0.2,0,0,6.29
Yacine Adli,"AC Milan,",22,", M(C)",4,115,0.5,0.3,0.3,0,6.29
Mikkel Damsgaard,"Brentford,",22,", AM(CL)",9,261,0.3,0.1,0,0.2,6.29
Zanka,"Brentford,",32,", D(C)",8,456,0.3,0,0.1,0.1,6.29
Keane Lewis-Potter,"Brentford,",21,", AM(CLR),FW",7,287,1,0.1,0,0.9,6.29
Marcus Coco,"Nantes,",26,", M(LR),FW",9,215,0.3,0.1,0,0.2,6.29
Omar Alderete,"Getafe,",25,", D(C)",2,135,1,0.5,0,0.5,6.29
